,alpha,beta,rho,K,loglike
16714,0.7500000000000001,25,0.15000000000000002,6,-622.2220095275998
16715,0.7500000000000001,25,0.2,2,-619.2923708142514
16716,0.7500000000000001,25,0.2,3,-620.8513493821739
16717,0.7500000000000001,25,0.2,4,-622.3116593356106
16718,0.7500000000000001,25,0.2,5,-623.7100589615628
16719,0.7500000000000001,25,0.2,6,-624.4039341987117
16720,0.7500000000000001,25,0.25,2,-620.0628604847236
16721,0.7500000000000001,25,0.25,3,-622.0694512105252
16722,0.7500000000000001,25,0.25,4,-623.9679322155802
16723,0.7500000000000001,25,0.25,5,-625.8077396383842
16724,0.7500000000000001,25,0.25,6,-626.7267588865938
16725,0.7500000000000001,25,0.30000000000000004,2,-620.8512159959761
16726,0.7500000000000001,25,0.30000000000000004,3,-623.3333065059562
16727,0.7500000000000001,25,0.30000000000000004,4,-625.7067910287664
16728,0.7500000000000001,25,0.30000000000000004,5,-628.037209404941
16729,0.7500000000000001,25,0.30000000000000004,6,-629.2099397507736
16730,0.7500000000000001,25,0.35000000000000003,2,-621.658358392681
16731,0.7500000000000001,25,0.35000000000000003,3,-624.6468830074436
16732,0.7500000000000001,25,0.35000000000000003,4,-627.5372584459165
16733,0.7500000000000001,25,0.35000000000000003,5,-630.416415967373
16734,0.7500000000000001,25,0.35000000000000003,6,-631.8772637013459
16735,0.7500000000000001,25,0.4,2,-622.4852901672011
16736,0.7500000000000001,25,0.4,3,-626.0147710274258
16737,0.7500000000000001,25,0.4,4,-629.4699989272816
16738,0.7500000000000001,25,0.4,5,-632.9673075634237
16739,0.7500000000000001,25,0.4,6,-634.7582374579109
16740,0.7500000000000001,25,0.45,2,-623.3331064292668
16741,0.7500000000000001,25,0.45,3,-627.442344721807
16742,0.7500000000000001,25,0.45,4,-631.5177671651755
16743,0.7500000000000001,25,0.45,5,-635.7171395737489
16744,0.7500000000000001,25,0.45,6,-637.8900824528957
16745,0.7500000000000001,25,0.5,2,-624.203008295953
16746,0.7500000000000001,25,0.5,3,-628.9359876703877
16747,0.7500000000000001,25,0.5,4,-633.6960312113176
16748,0.7500000000000001,25,0.5,5,-638.7003720474004
16749,0.7500000000000001,25,0.5,6,-641.3206832343144
16750,0.7500000000000001,25,0.55,2,-625.0963191044236
16751,0.7500000000000001,25,0.55,3,-630.5034197438268
16752,0.7500000000000001,25,0.55,4,-636.0238645501779
16753,0.7500000000000001,25,0.55,5,-641.9615166517053
16754,0.7500000000000001,25,0.55,6,-645.1130946189932
16755,0.7500000000000001,25,0.6000000000000001,2,-626.0145042619831
16756,0.7500000000000001,25,0.6000000000000001,3,-632.1541913882425
16757,0.7500000000000001,25,0.6000000000000001,4,-638.5252705745349
16758,0.7500000000000001,25,0.6000000000000001,5,-645.5595783668747
16759,0.7500000000000001,25,0.6000000000000001,6,-649.3527146772963
16760,0.7500000000000001,25,0.65,2,-626.9591958531564
16761,0.7500000000000001,25,0.65,3,-633.9004712409212
16762,0.7500000000000001,25,0.65,4,-641.231240465274
16763,0.7500000000000001,25,0.65,5,-649.5753245021219
16764,0.7500000000000001,25,0.65,6,-654.1592726619253
16765,0.7500000000000001,25,0.7000000000000001,2,-627.932223571682
16766,0.7500000000000001,25,0.7000000000000001,3,-635.7583858495154
16767,0.7500000000000001,25,0.7000000000000001,4,-644.1831418944056
16768,0.7500000000000001,25,0.7000000000000001,5,-654.1239142586326
16769,0.7500000000000001,25,0.7000000000000001,6,-659.7081205976586
16770,0.7500000000000001,25,0.75,2,-628.9356542179298
16771,0.7500000000000001,25,0.75,3,-637.7504967808621
16772,0.7500000000000001,25,0.75,4,-647.4387434487104
16773,0.7500000000000001,25,0.75,5,-659.3786026353816
16774,0.7500000000000001,25,0.75,6,-666.2711130814025
16775,0.7500000000000001,25,0.8,2,-629.9718430367984
16776,0.7500000000000001,25,0.8,3,-639.9109147175626
16777,0.7500000000000001,25,0.8,4,-651.0841092866926
16778,0.7500000000000001,25,0.8,5,-665.6200855995943
16779,0.7500000000000001,25,0.8,6,-674.3036850759162
16780,0.7500000000000001,25,0.8500000000000001,2,-631.043501806172
16781,0.7500000000000001,25,0.8500000000000001,3,-642.2976115725614
16782,0.7500000000000001,25,0.8500000000000001,4,-655.2609189193059
16783,0.7500000000000001,25,0.8500000000000001,5,-673.3555111122345
16784,0.7500000000000001,25,0.8500000000000001,6,-684.6596192447686
16785,0.7500000000000001,25,0.9,2,-632.1537912505072
16786,0.7500000000000001,25,0.9,3,-645.0298850924107
16787,0.7500000000000001,25,0.9,4,-660.2459657941909
16788,0.7500000000000001,25,0.9,5,-683.6793158212412
16789,0.7500000000000001,25,0.9,6,-699.2556812270644
16790,0.7500000000000001,25,0.9500000000000001,2,-633.3064498495316
16791,0.7500000000000001,25,0.9500000000000001,3,-648.4633995594107
16792,0.7500000000000001,25,0.9500000000000001,4,-666.8094583796205
16793,0.7500000000000001,25,0.9500000000000001,5,-699.9478872547146
16794,0.7500000000000001,25,0.9500000000000001,6,-724.2080519342691
16795,0.7500000000000001,25,1.0,2,-634.5059790040075
16796,0.7500000000000001,25,1.0,3,-685.2941756825608
16797,0.7500000000000001,25,1.0,4,-728.7162453159824
16798,0.7500000000000001,25,1.0,5,-1055.4230547883067
16799,0.7500000000000001,25,1.0,6,-1324.1878019959643
16800,0.7500000000000001,30,0.0,2,-719.7967005924012
16801,0.7500000000000001,30,0.0,3,-719.7967005924012
16802,0.7500000000000001,30,0.0,4,-719.7967005924012
16803,0.7500000000000001,30,0.0,5,-719.7967005924012
16804,0.7500000000000001,30,0.0,6,-719.7967005924012
16805,0.7500000000000001,30,0.05,2,-720.5038518720107
16806,0.7500000000000001,30,0.05,3,-720.8629512951036
16807,0.7500000000000001,30,0.05,4,-721.1904459010736
16808,0.7500000000000001,30,0.05,5,-721.4946918010603
16809,0.7500000000000001,30,0.05,6,-721.6431584055811
16810,0.7500000000000001,30,0.1,2,-721.2258307238278
16811,0.7500000000000001,30,0.1,3,-721.9633225727928
16812,0.7500000000000001,30,0.1,4,-722.6415758922165
16813,0.7500000000000001,30,0.1,5,-723.2775521449391
16814,0.7500000000000001,30,0.1,6,-723.5894750849214
16815,0.7500000000000001,30,0.15000000000000002,2,-721.963313431847
16816,0.7500000000000001,30,0.15000000000000002,3,-723.1002281579383
16817,0.7500000000000001,30,0.15000000000000002,4,-724.1551488213769
16818,0.7500000000000001,30,0.15000000000000002,5,-725.1543031392569
16819,0.7500000000000001,30,0.15000000000000002,6,-725.647071753689
16820,0.7500000000000001,30,0.2,2,-722.717027652782
16821,0.7500000000000001,30,0.2,3,-724.2763725774099
16822,0.7500000000000001,30,0.2,4,-725.7369442109061
16823,0.7500000000000001,30,0.2,5,-727.1355019118798
16824,0.7500000000000001,30,0.2,6,-727.8294484147023
16825,0.7500000000000001,30,0.25,2,-723.4877582863312
16826,0.7500000000000001,30,0.25,3,-725.4948054157215
16827,0.7500000000000001,30,0.25,4,-727.3936119108303
16828,0.7500000000000001,30,0.25,5,-729.2336148058757
16829,0.7500000000000001,30,0.25,6,-730.1527212573931
16830,0.7500000000000001,30,0.30000000000000004,2,-724.2763542955587
16831,0.7500000000000001,30,0.30000000000000004,3,-726.7589904217823
16832,0.7500000000000001,30,0.30000000000000004,4,-729.1328633548374
16833,0.7500000000000001,30,0.30000000000000004,5,-731.4635133294654
16834,0.7500000000000001,30,0.30000000000000004,6,-732.6363456200993
16835,0.7500000000000001,30,0.35000000000000003,2,-725.0837366847155
16836,0.7500000000000001,30,0.35000000000000003,3,-728.0728951360483
16837,0.7500000000000001,30,0.35000000000000003,4,-730.963720838647
16838,0.7500000000000001,30,0.35000000000000003,5,-733.8431444841461
16839,0.7500000000000001,30,0.35000000000000003,6,-735.3041073390607
16840,0.7500000000000001,30,0.4,2,-725.9109079001896
16841,0.7500000000000001,30,0.4,3,-729.4411096216836
16842,0.7500000000000001,30,0.4,4,-732.8968483500532
16843,0.7500000000000001,30,0.4,5,-736.394455593398
16844,0.7500000000000001,30,0.4,6,-738.1855117020845
16845,0.7500000000000001,30,0.45,2,-726.7589629990662
16846,0.7500000000000001,30,0.45,3,-730.8690077146705
16847,0.7500000000000001,30,0.45,4,-734.9449999750943
16848,0.7500000000000001,30,0.45,5,-739.1447008278957
16849,0.7500000000000001,30,0.45,6,-741.3177781891732
16850,0.7500000000000001,30,0.5,2,-727.6291030376913
16851,0.7500000000000001,30,0.5,3,-732.3629725732728
16852,0.7500000000000001,30,0.5,4,-737.1236429701048
16853,0.7500000000000001,30,0.5,5,-742.1283385975681
16854,0.7500000000000001,30,0.5,6,-744.7487886149792
16855,0.7500000000000001,30,0.55,2,-728.5226512825928
16856,0.7500000000000001,30,0.55,3,-733.9307234946363
16857,0.7500000000000001,30,0.55,4,-739.4518497475901
16858,0.7500000000000001,30,0.55,5,-745.3898782865109
16859,0.7500000000000001,30,0.55,6,-748.5415938481967
16860,0.7500000000000001,30,0.6000000000000001,2,-729.441073058143
16861,0.7500000000000001,30,0.6000000000000001,3,-735.5818101131601
16862,0.7500000000000001,30,0.6000000000000001,4,-741.9536222063776
16863,0.7500000000000001,30,0.6000000000000001,5,-748.9883215845817
16864,0.7500000000000001,30,0.6000000000000001,6,-752.7815860370965
16865,0.7500000000000001,30,0.65,2,-730.3860003504776
16866,0.7500000000000001,30,0.65,3,-737.3283998589984
16867,0.7500000000000001,30,0.65,4,-744.6599493545215
16868,0.7500000000000001,30,0.65,5,-753.0044308540323
16869,0.7500000000000001,30,0.65,6,-757.5884851284442
16870,0.7500000000000001,30,0.7000000000000001,2,-731.359262735207
16871,0.7500000000000001,30,0.7000000000000001,3,-739.1866173676443
16872,0.7500000000000001,30,0.7000000000000001,4,-747.6121955222154
16873,0.7500000000000001,30,0.7000000000000001,5,-757.5533574424152
16874,0.7500000000000001,30,0.7000000000000001,6,-763.1376276375604
16875,0.7500000000000001,30,0.75,2,-732.3629268689481
16876,0.7500000000000001,30,0.75,3,-741.1790209158123
16877,0.7500000000000001,30,0.75,4,-750.8681237526638
16878,0.7500000000000001,30,0.75,5,-762.8083429426778
16879,0.7500000000000001,30,0.75,6,-769.7008402453931
16880,0.7500000000000001,30,0.8,2,-733.399347818932
16881,0.7500000000000001,30,0.8,3,-743.3397148508712
16882,0.7500000000000001,30,0.8,4,-754.5137879718758
16883,0.7500000000000001,30,0.8,5,-769.050057994128
16884,0.7500000000000001,30,0.8,6,-777.7335020857619
16885,0.7500000000000001,30,0.8500000000000001,2,-734.4712371395196
16886,0.7500000000000001,30,0.8500000000000001,3,-745.7266567352507
16887,0.7500000000000001,30,0.8500000000000001,4,-758.6908455299945
16888,0.7500000000000001,30,0.8500000000000001,5,-776.7855948529262
16889,0.7500000000000001,30,0.8500000000000001,6,-788.0892655653083
16890,0.7500000000000001,30,0.9,2,-735.5817552680917
16891,0.7500000000000001,30,0.9,3,-748.4591021465029
16892,0.7500000000000001,30,0.9,4,-763.676027453073
16893,0.7500000000000001,30,0.9,5,-787.1092323950303
16894,0.7500000000000001,30,0.9,6,-802.6845056079833
16895,0.7500000000000001,30,0.9500000000000001,2,-736.7346403067033
16896,0.7500000000000001,30,0.9500000000000001,3,-751.8925070661192
16897,0.7500000000000001,30,0.9500000000000001,4,-770.23924378269
16898,0.7500000000000001,30,0.9500000000000001,5,-803.3766068277095
16899,0.7500000000000001,30,0.9500000000000001,6,-827.6334502166776
16900,0.7500000000000001,30,1.0,2,-737.934393144997
16901,0.7500000000000001,30,1.0,3,-781.8501372463562
16902,0.7500000000000001,30,1.0,4,-821.0544777122801
16903,0.7500000000000001,30,1.0,5,-1100.5757789272568
16904,0.7500000000000001,30,1.0,6,-1324.1878019959643
16905,0.7500000000000001,35,0.0,2,-823.2297002665246
16906,0.7500000000000001,35,0.0,3,-823.2297002665246
16907,0.7500000000000001,35,0.0,4,-823.2297002665246
16908,0.7500000000000001,35,0.0,5,-823.2297002665246
16909,0.7500000000000001,35,0.0,6,-823.2297002665246
16910,0.7500000000000001,35,0.05,2,-823.9367943087442
16911,0.7500000000000001,35,0.05,3,-824.2958596990322
16912,0.7500000000000001,35,0.05,4,-824.6233250141908
16913,0.7500000000000001,35,0.05,5,-824.9275397667985
16914,0.7500000000000001,35,0.05,6,-825.07598303833
16915,0.7500000000000001,35,0.1,2,-824.6587118781556
16916,0.7500000000000001,35,0.1,3,-825.3961302668106
16917,0.7500000000000001,35,0.1,4,-826.0743196187929
16918,0.7500000000000001,35,0.1,5,-826.7102269763424
16919,0.7500000000000001,35,0.1,6,-827.0220978018158
16920,0.7500000000000001,35,0.15000000000000002,2,-825.3961289565815
16921,0.7500000000000001,35,0.15000000000000002,3,-826.5329245937293
16922,0.7500000000000001,35,0.15000000000000002,4,-827.58774033444
16923,0.7500000000000001,35,0.15000000000000002,5,-828.5867800123103
16924,0.7500000000000001,35,0.15000000000000002,6,-829.0794609391653
16925,0.7500000000000001,35,0.2,2,-826.1497728639652
16926,0.7500000000000001,35,0.2,3,-827.7089458928706
16927,0.7500000000000001,35,0.2,4,-829.1693642880755
16928,0.7500000000000001,35,0.2,5,-830.5677518363749
16929,0.7500000000000001,35,0.2,6,-831.2615665272305
16930,0.7500000000000001,35,0.25,2,-826.9204281229661
16931,0.7500000000000001,35,0.25,3,-828.9272421736612
16932,0.7500000000000001,35,0.25,4,-830.8258384333545
16933,0.7500000000000001,35,0.25,5,-832.6656036240869
16934,0.7500000000000001,35,0.25,6,-833.5845232497715
16935,0.7500000000000001,35,0.30000000000000004,2,-827.7089432724133
16936,0.7500000000000001,35,0.30000000000000004,3,-830.1912752711378
16937,0.7500000000000001,35,0.30000000000000004,4,-832.5648706608831
16938,0.7500000000000001,35,0.30000000000000004,5,-834.8952003898587
16939,0.7500000000000001,35,0.30000000000000004,6,-836.0677767957784
16940,0.7500000000000001,35,0.35000000000000003,2,-828.516238836596
16941,0.7500000000000001,35,0.35000000000000003,3,-831.5050103634699
16942,0.7500000000000001,35,0.35000000000000003,4,-834.3954788737852
16943,0.7500000000000001,35,0.35000000000000003,5,-837.2744808525438
16944,0.7500000000000001,35,0.35000000000000003,6,-838.7351003843098
16945,0.7500000000000001,35,0.4,2,-829.3433167155888
16946,0.7500000000000001,35,0.4,3,-832.8730345436536
16947,0.7500000000000001,35,0.4,4,-836.3283215285664
16948,0.7500000000000001,35,0.4,5,-839.82538158966
16949,0.7500000000000001,35,0.4,6,-841.6159824820973
16950,0.7500000000000001,35,0.45,2,-830.1912713404531
16951,0.7500000000000001,35,0.45,3,-834.3007178301027
16952,0.7500000000000001,35,0.45,4,-838.3761456169179
16953,0.7500000000000001,35,0.45,5,-842.5751425511772
16954,0.7500000000000001,35,0.45,6,-844.747619634225
16955,0.7500000000000001,35,0.5,2,-831.0613030447823
16956,0.7500000000000001,35,0.5,3,-835.7944383427915
16957,0.7500000000000001,35,0.5,4,-840.5544090936085
16958,0.7500000000000001,35,0.5,5,-845.5582028843548
16959,0.7500000000000001,35,0.5,6,-848.1778615512611
16960,0.7500000000000001,35,0.55,2,-831.9547342536852
16961,0.7500000000000001,35,0.55,3,-837.3619085121236
16962,0.7500000000000001,35,0.55,4,-842.8821718439981
16963,0.7500000000000001,35,0.55,5,-848.8190451440053
16964,0.7500000000000001,35,0.55,6,-851.96971273763
16965,0.7500000000000001,35,0.6000000000000001,2,-832.8730293027429
16966,0.7500000000000001,35,0.6000000000000001,3,-839.0126682355506
16967,0.7500000000000001,35,0.6000000000000001,4,-845.3834183230052
16968,0.7500000000000001,35,0.6000000000000001,5,-852.4166323616727
16969,0.7500000000000001,35,0.6000000000000001,6,-856.2084958103612
16970,0.7500000000000001,35,0.65,2,-833.8178190037878
16971,0.7500000000000001,35,0.65,3,-840.7588704353939
16972,0.7500000000000001,35,0.65,4,-848.0891121931949
16973,0.7500000000000001,35,0.65,5,-856.4316687879534
16974,0.7500000000000001,35,0.65,6,-861.0138214825371
16975,0.7500000000000001,35,0.7000000000000001,2,-834.7909315210544
16976,0.7500000000000001,35,0.7000000000000001,3,-842.6166167226071
16977,0.7500000000000001,35,0.7000000000000001,4,-851.0405788495798
16978,0.7500000000000001,35,0.7000000000000001,5,-860.9792135361673
16979,0.7500000000000001,35,0.7000000000000001,6,-866.5608442768163
16980,0.7500000000000001,35,0.75,2,-835.7944317916554
16981,0.7500000000000001,35,0.75,3,-844.6084256886375
16982,0.7500000000000001,35,0.75,4,-854.2955168388369
16983,0.7500000000000001,35,0.75,5,-866.2323508099834
16984,0.7500000000000001,35,0.75,6,-873.1210634396027
16985,0.7500000000000001,35,0.8,2,-836.830672755138
16986,0.7500000000000001,35,0.8,3,-846.768325160012
16987,0.7500000000000001,35,0.8,4,-857.9398612380551
16988,0.7500000000000001,35,0.8,5,-872.4714540457579
16989,0.7500000000000001,35,0.8,6,-881.1492036634154
16990,0.7500000000000001,35,0.8500000000000001,2,-837.902363285698
16991,0.7500000000000001,35,0.8500000000000001,3,-849.1540992358749
16992,0.7500000000000001,35,0.8500000000000001,4,-862.115012527598
16993,0.7500000000000001,35,0.8500000000000001,5,-880.2029623956655
16994,0.7500000000000001,35,0.8500000000000001,6,-891.4973918440425
16995,0.7500000000000001,35,0.9,2,-839.0126603741902
16996,0.7500000000000001,35,0.9,3,-851.8844939989237
16997,0.7500000000000001,35,0.9,4,-867.0969800997318
16998,0.7500000000000001,35,0.9,5,-890.5193078640691
16999,0.7500000000000001,35,0.9,6,-906.0774343273303
17000,0.7500000000000001,35,0.9500000000000001,2,-840.1652975827091
17001,0.7500000000000001,35,0.9500000000000001,3,-855.3124574473246
17002,0.7500000000000001,35,0.9500000000000001,4,-873.6522395510282
17003,0.7500000000000001,35,0.9500000000000001,5,-906.7673664177015
17004,0.7500000000000001,35,0.9500000000000001,6,-930.9808111371067
17005,0.7500000000000001,35,1.0,2,-841.3647696490251
17006,0.7500000000000001,35,1.0,3,-878.4049035195371
17007,0.7500000000000001,35,1.0,4,-913.3857386553228
17008,0.7500000000000001,35,1.0,5,-1145.716158931823
17009,0.7500000000000001,35,1.0,6,-1324.1878019959643
17010,0.7500000000000001,40,0.0,2,-926.663998873423
17011,0.7500000000000001,40,0.0,3,-926.663998873423
17012,0.7500000000000001,40,0.0,4,-926.663998873423
17013,0.7500000000000001,40,0.0,5,-926.663998873423
17014,0.7500000000000001,40,0.0,6,-926.663998873423
17015,0.7500000000000001,40,0.05,2,-927.3700082146546
17016,0.7500000000000001,40,0.05,3,-927.7285129414299
17017,0.7500000000000001,40,0.05,4,-928.0555202866994
17018,0.7500000000000001,40,0.05,5,-928.3592929114268
17019,0.7500000000000001,40,0.05,6,-928.5074256035268
17020,0.7500000000000001,40,0.1,2,-928.090793165014
17021,0.7500000000000001,40,0.1,3,-928.8270263201784
17022,0.7500000000000001,40,0.1,4,-929.504236650664
17023,0.7500000000000001,40,0.1,5,-930.1391815544588
17024,0.7500000000000001,40,0.1,6,-930.4503670429922
17025,0.7500000000000001,40,0.15000000000000002,2,-928.8270261270327
17026,0.7500000000000001,40,0.15000000000000002,3,-929.9619385014378
17027,0.7500000000000001,40,0.15000000000000002,4,-931.0151807061634
17028,0.7500000000000001,40,0.15000000000000002,5,-932.0126429049831
17029,0.7500000000000001,40,0.15000000000000002,6,-932.50418379335
