alpha,beta,rho,K,loglike
0.6000000000000001,25,0.7000000000000001,2,-646.2559956097491
0.6000000000000001,25,0.7000000000000001,3,-654.1149835546906
0.6000000000000001,25,0.7000000000000001,4,-661.8247097347621
0.6000000000000001,25,0.7000000000000001,5,-670.7235380965882
0.6000000000000001,25,0.7000000000000001,6,-676.9631487327478
0.6000000000000001,25,0.75,2,-647.8008027517876
0.6000000000000001,25,0.75,3,-656.700424914892
0.6000000000000001,25,0.75,4,-665.5550730454734
0.6000000000000001,25,0.75,5,-676.1863263558005
0.6000000000000001,25,0.75,6,-683.8880526231817
0.6000000000000001,25,0.8,2,-649.5030072499275
0.6000000000000001,25,0.8,3,-659.6087429250218
0.6000000000000001,25,0.8,4,-669.8071946146093
0.6000000000000001,25,0.8,5,-682.6607551909381
0.6000000000000001,25,0.8,6,-692.3641841174805
0.6000000000000001,25,0.8500000000000001,2,-651.4369790929791
0.6000000000000001,25,0.8500000000000001,3,-662.9916284785548
0.6000000000000001,25,0.8500000000000001,4,-674.8094510094927
0.6000000000000001,25,0.8500000000000001,5,-690.6606246151655
0.6000000000000001,25,0.8500000000000001,6,-703.2927629066055
0.6000000000000001,25,0.9,2,-653.7662602953942
0.6000000000000001,25,0.9,3,-667.179972603042
0.6000000000000001,25,0.9,4,-681.0399439704074
0.6000000000000001,25,0.9,5,-701.2901138222024
0.6000000000000001,25,0.9,6,-718.697055581054
0.6000000000000001,25,0.9500000000000001,2,-657.0051019210475
0.6000000000000001,25,0.9500000000000001,3,-673.2073215348576
0.6000000000000001,25,0.9500000000000001,4,-689.9310329876126
0.6000000000000001,25,0.9500000000000001,5,-717.9207151482657
0.6000000000000001,25,0.9500000000000001,6,-745.0331007360201
0.6000000000000001,25,1.0,2,-704.2325324517799
0.6000000000000001,25,1.0,3,-769.2949975025634
0.6000000000000001,25,1.0,4,-829.3613251442913
0.6000000000000001,25,1.0,5,-1128.161585313993
0.6000000000000001,25,1.0,6,-1497.1083604553046
0.6000000000000001,30,0.0,2,-738.0188733804677
0.6000000000000001,30,0.0,3,-738.0188733804677
0.6000000000000001,30,0.0,4,-738.0188733804677
0.6000000000000001,30,0.0,5,-738.0188733804677
0.6000000000000001,30,0.0,6,-738.0188733804677
0.6000000000000001,30,0.05,2,-738.8662852241833
0.6000000000000001,30,0.05,3,-739.2186444593117
0.6000000000000001,30,0.05,4,-739.5217637489501
0.6000000000000001,30,0.05,5,-739.801381634623
0.6000000000000001,30,0.05,6,-739.9672905391155
0.6000000000000001,30,0.1,2,-739.7369441391394
0.6000000000000001,30,0.1,3,-740.4611190853576
0.6000000000000001,30,0.1,4,-741.0885637605197
0.6000000000000001,30,0.1,5,-741.6725438961079
0.6000000000000001,30,0.1,6,-742.0211152649571
0.6000000000000001,30,0.15000000000000002,2,-740.6325144992314
0.6000000000000001,30,0.15000000000000002,3,-741.7498017976764
0.6000000000000001,30,0.15000000000000002,4,-742.7251557328533
0.6000000000000001,30,0.15000000000000002,5,-743.6417339715073
0.6000000000000001,30,0.15000000000000002,6,-744.1924033609927
0.6000000000000001,30,0.2,2,-741.554891614664
0.6000000000000001,30,0.2,3,-743.0886996942028
0.6000000000000001,30,0.2,4,-744.4383075431732
0.6000000000000001,30,0.2,5,-745.7199128775203
0.6000000000000001,30,0.2,6,-746.4954050463045
0.6000000000000001,30,0.25,2,-742.5062535902297
0.6000000000000001,30,0.25,3,-744.4824335753653
0.6000000000000001,30,0.25,4,-746.2358676123727
0.6000000000000001,30,0.25,5,-747.9200130391366
0.6000000000000001,30,0.25,6,-748.9471321279146
0.6000000000000001,30,0.30000000000000004,2,-743.4891298794885
0.6000000000000001,30,0.30000000000000004,3,-745.9363840291043
0.6000000000000001,30,0.30000000000000004,4,-748.127019013999
0.6000000000000001,30,0.30000000000000004,5,-750.2574477028883
0.6000000000000001,30,0.30000000000000004,6,-751.5681211482312
0.6000000000000001,30,0.35000000000000003,2,-744.5064937102937
0.6000000000000001,30,0.35000000000000003,3,-747.4568872031529
0.6000000000000001,30,0.35000000000000003,4,-750.122616482729
0.6000000000000001,30,0.35000000000000003,5,-752.7507985808604
0.6000000000000001,30,0.35000000000000003,6,-754.3834798390668
0.6000000000000001,30,0.4,2,-745.5618895127233
0.6000000000000001,30,0.4,3,-749.0515030475858
0.6000000000000001,30,0.4,4,-752.2356424507634
0.6000000000000001,30,0.4,5,-755.4227632515416
0.6000000000000001,30,0.4,6,-757.4243532845155
0.6000000000000001,30,0.45,2,-746.6596131715503
0.6000000000000001,30,0.45,3,-750.7293923692608
0.6000000000000001,30,0.45,4,-754.4818387409014
0.6000000000000001,30,0.45,5,-758.3014915525532
0.6000000000000001,30,0.45,6,-760.7300295502265
0.6000000000000001,30,0.5,2,-747.8049746966035
0.6000000000000001,30,0.5,3,-752.5018628347051
0.6000000000000001,30,0.5,4,-756.8806059276113
0.6000000000000001,30,0.5,5,-761.4225231618001
0.6000000000000001,30,0.5,6,-764.3510517231167
0.6000000000000001,30,0.55,2,-749.0046945784424
0.6000000000000001,30,0.55,3,-754.3831877761945
0.6000000000000001,30,0.55,4,-759.4563263136644
0.6000000000000001,30,0.55,5,-764.8316894432664
0.6000000000000001,30,0.55,6,-768.3539751899866
0.6000000000000001,30,0.6000000000000001,2,-750.267527205602
0.6000000000000001,30,0.6000000000000001,3,-756.3918864304881
0.6000000000000001,30,0.6000000000000001,4,-762.240388446569
0.6000000000000001,30,0.6000000000000001,5,-768.5896319968376
0.6000000000000001,30,0.6000000000000001,6,-772.828938645406
0.6000000000000001,30,0.65,2,-751.6052919603031
0.6000000000000001,30,0.65,3,-758.5528295869726
0.6000000000000001,30,0.65,4,-765.27443948475
0.6000000000000001,30,0.65,5,-772.7791819279792
0.6000000000000001,30,0.65,6,-777.9023171325845
0.6000000000000001,30,0.7000000000000001,2,-753.034688133707
0.6000000000000001,30,0.7000000000000001,3,-760.9009270689132
0.6000000000000001,30,0.7000000000000001,4,-768.6159395972469
0.6000000000000001,30,0.7000000000000001,5,-777.5181520820717
0.6000000000000001,30,0.7000000000000001,6,-783.7591947313298
0.6000000000000001,30,0.75,2,-754.580753501991
0.6000000000000001,30,0.75,3,-763.4881232424293
0.6000000000000001,30,0.75,4,-772.348428782131
0.6000000000000001,30,0.75,5,-782.9832889070352
0.6000000000000001,30,0.75,6,-790.6865115689615
0.6000000000000001,30,0.8,2,-756.28418747891
0.6000000000000001,30,0.8,3,-766.3981531970078
0.6000000000000001,30,0.8,4,-776.6026310890943
0.6000000000000001,30,0.8,5,-789.4600101217329
0.6000000000000001,30,0.8,6,-799.1649695470053
0.6000000000000001,30,0.8500000000000001,2,-758.2193321175405
0.6000000000000001,30,0.8500000000000001,3,-769.7826657148237
0.6000000000000001,30,0.8500000000000001,4,-781.6068802251646
0.6000000000000001,30,0.8500000000000001,5,-797.4620640019392
0.6000000000000001,30,0.8500000000000001,6,-810.0957020308739
0.6000000000000001,30,0.9,2,-760.5496459601472
0.6000000000000001,30,0.9,3,-773.9724257159683
0.6000000000000001,30,0.9,4,-787.8391506742302
0.6000000000000001,30,0.9,5,-808.0934788743061
0.6000000000000001,30,0.9,6,-825.5017166698677
0.6000000000000001,30,0.9500000000000001,2,-763.7889637901159
0.6000000000000001,30,0.9500000000000001,3,-780.0003496637833
0.6000000000000001,30,0.9500000000000001,4,-796.7311700743857
0.6000000000000001,30,0.9500000000000001,5,-824.7250102852785
0.6000000000000001,30,0.9500000000000001,6,-851.837757778646
0.6000000000000001,30,1.0,2,-802.0198617154225
0.6000000000000001,30,1.0,3,-858.504766194358
0.6000000000000001,30,1.0,4,-913.0828631287418
0.6000000000000001,30,1.0,5,-1177.5562726560074
0.6000000000000001,30,1.0,6,-1497.1083604553046
0.6000000000000001,35,0.0,2,-844.8228232854244
0.6000000000000001,35,0.0,3,-844.8228232854244
0.6000000000000001,35,0.0,4,-844.8228232854244
0.6000000000000001,35,0.0,5,-844.8228232854244
0.6000000000000001,35,0.0,6,-844.8228232854244
0.6000000000000001,35,0.05,2,-845.6704228648113
0.6000000000000001,35,0.05,3,-846.0228729789338
0.6000000000000001,35,0.05,4,-846.3260609009754
0.6000000000000001,35,0.05,5,-846.6057182777747
0.6000000000000001,35,0.05,6,-846.7716386872714
0.6000000000000001,35,0.1,2,-846.5412614290329
0.6000000000000001,35,0.1,3,-847.2656152279734
0.6000000000000001,35,0.1,4,-847.8931954084453
0.6000000000000001,35,0.1,5,-848.4772521712634
0.6000000000000001,35,0.1,6,-848.8258441005568
0.6000000000000001,35,0.15000000000000002,2,-847.4370021185305
0.6000000000000001,35,0.15000000000000002,3,-848.5545528290569
0.6000000000000001,35,0.15000000000000002,4,-849.53010711286
0.6000000000000001,35,0.15000000000000002,5,-850.4467962801399
0.6000000000000001,35,0.15000000000000002,6,-850.9974922322506
0.6000000000000001,35,0.2,2,-848.3595387237992
0.6000000000000001,35,0.2,3,-849.8936907259942
0.6000000000000001,35,0.2,4,-851.2435614154551
0.6000000000000001,35,0.2,5,-852.525308542342
0.6000000000000001,35,0.2,6,-853.3008294316427
0.6000000000000001,35,0.25,2,-849.3110474519876
0.6000000000000001,35,0.25,3,-851.2876470201812
0.6000000000000001,35,0.25,4,-853.0414036521713
0.6000000000000001,35,0.25,5,-854.725717532498
0.6000000000000001,35,0.25,6,-855.7528626043733
0.6000000000000001,35,0.30000000000000004,2,-850.2940553509918
0.6000000000000001,35,0.30000000000000004,3,-852.7417988659103
0.6000000000000001,35,0.30000000000000004,4,-854.9328129970755
0.6000000000000001,35,0.30000000000000004,5,-857.0634316143224
0.6000000000000001,35,0.30000000000000004,6,-858.374121991586
0.6000000000000001,35,0.35000000000000003,2,-851.3115325460772
0.6000000000000001,35,0.35000000000000003,3,-854.2624779664266
0.6000000000000001,35,0.35000000000000003,4,-856.9286391739289
0.6000000000000001,35,0.35000000000000003,5,-859.5570262089775
0.6000000000000001,35,0.35000000000000003,6,-861.1897070857462
0.6000000000000001,35,0.4,2,-852.3670193861774
0.6000000000000001,35,0.4,3,-855.8572384035328
0.6000000000000001,35,0.4,4,-859.0418580523502
0.6000000000000001,35,0.4,5,-862.229190641173
0.6000000000000001,35,0.4,6,-864.2307519863223
0.6000000000000001,35,0.45,2,-853.4648062636138
0.6000000000000001,35,0.45,3,-857.535233055771
0.6000000000000001,35,0.45,4,-861.2882026681573
0.6000000000000001,35,0.45,5,-865.1080636885356
0.6000000000000001,35,0.45,6,-867.536529781796
0.6000000000000001,35,0.5,2,-854.6101955957299
0.6000000000000001,35,0.5,3,-859.3077585859988
0.6000000000000001,35,0.5,4,-863.6870615196469
0.6000000000000001,35,0.5,5,-868.2291698364531
0.6000000000000001,35,0.5,6,-871.1575625941196
0.6000000000000001,35,0.55,2,-855.8098970383019
0.6000000000000001,35,0.55,3,-861.1890725592095
0.6000000000000001,35,0.55,4,-866.2627997877471
0.6000000000000001,35,0.55,5,-871.6383189528829
0.6000000000000001,35,0.55,6,-875.1603755326832
0.6000000000000001,35,0.6000000000000001,2,-857.0726489126507
0.6000000000000001,35,0.6000000000000001,3,-863.1976707327128
0.6000000000000001,35,0.6000000000000001,4,-869.0467808080294
0.6000000000000001,35,0.6000000000000001,5,-875.3961211094283
0.6000000000000001,35,0.6000000000000001,6,-879.6350618856449
0.6000000000000001,35,0.65,2,-858.4102456199272
0.6000000000000001,35,0.65,3,-865.358387237822
0.6000000000000001,35,0.65,4,-872.0806128327259
0.6000000000000001,35,0.65,5,-879.5853590584435
0.6000000000000001,35,0.65,6,-884.7079253622919
0.6000000000000001,35,0.7000000000000001,2,-859.8393452189381
0.6000000000000001,35,0.7000000000000001,3,-867.7060711445537
0.6000000000000001,35,0.7000000000000001,4,-875.4216923108885
0.6000000000000001,35,0.7000000000000001,5,-884.323767145529
0.6000000000000001,35,0.7000000000000001,6,-890.5639311932013
0.6000000000000001,35,0.75,2,-861.3849119083569
0.6000000000000001,35,0.75,3,-870.292557986817
0.6000000000000001,35,0.75,4,-879.1534464141472
0.6000000000000001,35,0.75,5,-889.7879544297524
0.6000000000000001,35,0.75,6,-897.4898056745404
0.6000000000000001,35,0.8,2,-863.0874990513385
0.6000000000000001,35,0.8,3,-873.2013660642981
0.6000000000000001,35,0.8,4,-883.4063768912441
0.6000000000000001,35,0.8,5,-896.2630718382572
0.6000000000000001,35,0.8,6,-905.9658233193837
0.6000000000000001,35,0.8500000000000001,2,-865.0211100969767
0.6000000000000001,35,0.8500000000000001,3,-876.583640057307
0.6000000000000001,35,0.8500000000000001,4,-888.4083054981431
0.6000000000000001,35,0.8500000000000001,5,-904.2622635833073
0.6000000000000001,35,0.8500000000000001,6,-916.8921212256761
0.6000000000000001,35,0.9,2,-867.3481935209929
0.6000000000000001,35,0.9,3,-880.7686377008682
0.6000000000000001,35,0.9,4,-894.635687824044
0.6000000000000001,35,0.9,5,-914.8877979359444
0.6000000000000001,35,0.9,6,-932.2887233318397
0.6000000000000001,35,0.9500000000000001,2,-870.5775683425227
0.6000000000000001,35,0.9500000000000001,3,-886.7817795418957
0.6000000000000001,35,0.9500000000000001,4,-903.5127362443095
0.6000000000000001,35,0.9500000000000001,5,-931.5018622681484
0.6000000000000001,35,0.9500000000000001,6,-958.5955161394045
0.6000000000000001,35,1.0,2,-899.8282860379647
0.6000000000000001,35,1.0,3,-947.7275353387192
0.6000000000000001,35,1.0,4,-996.8096460402514
0.6000000000000001,35,1.0,5,-1226.9492675290446
0.6000000000000001,35,1.0,6,-1497.1083604553046
0.6000000000000001,40,0.0,2,-951.6360786686879
0.6000000000000001,40,0.0,3,-951.6360786686879
0.6000000000000001,40,0.0,4,-951.6360786686879
0.6000000000000001,40,0.0,5,-951.6360786686879
0.6000000000000001,40,0.0,6,-951.6360786686879
0.6000000000000001,40,0.05,2,-952.4825928710595
0.6000000000000001,40,0.05,3,-952.8348098521572
0.6000000000000001,40,0.05,4,-953.1378627995102
0.6000000000000001,40,0.05,5,-953.4173761364435
0.6000000000000001,40,0.05,6,-953.5831648057559
0.6000000000000001,40,0.1,2,-953.3522491918989
0.6000000000000001,40,0.1,3,-954.0761031364995
0.6000000000000001,40,0.1,4,-954.7033935788997
0.6000000000000001,40,0.1,5,-955.2871357644975
0.6000000000000001,40,0.1,6,-955.6354359787404
0.6000000000000001,40,0.15000000000000002,2,-954.2466959555799
0.6000000000000001,40,0.15000000000000002,3,-955.3634405953242
0.6000000000000001,40,0.15000000000000002,4,-956.3385275711114
0.6000000000000001,40,0.15000000000000002,5,-957.2546997666502
0.6000000000000001,40,0.15000000000000002,6,-957.8049088580983
0.6000000000000001,40,0.2,2,-955.167808701673
0.6000000000000001,40,0.2,3,-956.7008015586287
0.6000000000000001,40,0.2,4,-958.0500009719582
0.6000000000000001,40,0.2,5,-959.330990151722
0.6000000000000001,40,0.2,6,-960.1057847833002
0.6000000000000001,40,0.25,2,-956.1177408547359
0.6000000000000001,40,0.25,3,-958.0927720424736
0.6000000000000001,40,0.25,4,-959.8456227317213
0.6000000000000001,40,0.25,5,-961.5288905867142
0.6000000000000001,40,0.25,6,-962.5550136984168
0.6000000000000001,40,0.30000000000000004,2,-957.0989905939197
0.6000000000000001,40,0.30000000000000004,3,-959.5446883979523
0.6000000000000001,40,0.30000000000000004,4,-961.7345260384549
0.6000000000000001,40,0.30000000000000004,5,-963.8637525236944
0.6000000000000001,40,0.30000000000000004,6,-965.1730526821401
0.6000000000000001,40,0.35000000000000003,2,-958.1144908353859
0.6000000000000001,40,0.35000000000000003,3,-961.062829540624
0.6000000000000001,40,0.35000000000000003,4,-963.7275015368748
0.6000000000000001,40,0.35000000000000003,5,-966.3540781161103
0.6000000000000001,40,0.35000000000000003,6,-967.984905662871
0.6000000000000001,40,0.4,2,-959.1677330234164
0.6000000000000001,40,0.4,3,-962.6546799042372
0.6000000000000001,40,0.4,4,-965.8374477511974
0.6000000000000001,40,0.4,5,-969.0224606462991
0.6000000000000001,40,0.4,6,-971.0215794896628
0.6000000000000001,40,0.45,2,-960.2629418045196
0.6000000000000001,40,0.45,3,-964.3292983599924
0.6000000000000001,40,0.45,4,-968.079994210181
0.6000000000000001,40,0.45,5,-971.896910331874
0.6000000000000001,40,0.45,6,-974.3221739941536
0.6000000000000001,40,0.5,2,-961.4053288388506
0.6000000000000001,40,0.5,3,-966.0978512641603
0.6000000000000001,40,0.5,4,-970.4743872676946
0.6000000000000001,40,0.5,5,-975.01277528645
0.6000000000000001,40,0.5,6,-977.9369691771044
0.6000000000000001,40,0.55,2,-962.6014745009198
0.6000000000000001,40,0.55,3,-967.974409775146
0.6000000000000001,40,0.55,4,-973.0447907863254
0.6000000000000001,40,0.55,5,-978.4156162152348
0.6000000000000001,40,0.55,6,-981.9321411724146
0.6000000000000001,40,0.6000000000000001,2,-963.8599258441728
0.6000000000000001,40,0.6000000000000001,3,-969.9771926748199
0.6000000000000001,40,0.6000000000000001,4,-975.8222721114607
0.6000000000000001,40,0.6000000000000001,5,-982.1656784507469
0.6000000000000001,40,0.6000000000000001,6,-986.3972611797722
0.6000000000000001,40,0.65,2,-965.1921807971942
0.6000000000000001,40,0.65,3,-972.130602907004
0.6000000000000001,40,0.65,4,-978.8479837202736
0.6000000000000001,40,0.65,5,-986.3451867562198
0.6000000000000001,40,0.65,6,-991.4578151634277
0.6000000000000001,40,0.7000000000000001,2,-966.6144100672011
0.6000000000000001,40,0.7000000000000001,3,-974.4687777047341
0.6000000000000001,40,0.7000000000000001,4,-982.1785779126826
0.6000000000000001,40,0.7000000000000001,5,-991.0709725784076
0.6000000000000001,40,0.7000000000000001,6,-997.297411140104
0.6000000000000001,40,0.75,2,-968.1507130309134
0.6000000000000001,40,0.75,3,-977.0422842183335
0.6000000000000001,40,0.75,4,-985.8961701954187
0.6000000000000001,40,0.75,5,-996.5180718988183
0.6000000000000001,40,0.75,6,-1004.2003459718383
0.6000000000000001,40,0.8,2,-969.839940020566
0.6000000000000001,40,0.8,3,-979.9321334243996
0.6000000000000001,40,0.8,4,-990.1286956684739
0.6000000000000001,40,0.8,5,-1002.9686010359085
0.6000000000000001,40,0.8,6,-1012.6420729681258
0.6000000000000001,40,0.8500000000000001,2,-971.7521941237893
0.6000000000000001,40,0.8500000000000001,3,-983.2837077685793
0.6000000000000001,40,0.8500000000000001,4,-995.0981301508164
0.6000000000000001,40,0.8500000000000001,5,-1010.9289042340387
0.6000000000000001,40,0.8500000000000001,6,-1023.5116113375653
0.6000000000000001,40,0.9,2,-974.0385334061166
0.6000000000000001,40,0.9,3,-987.4093852134853
0.6000000000000001,40,0.9,4,-1001.2639266436396
0.6000000000000001,40,0.9,5,-1021.4818002083316
0.6000000000000001,40,0.9,6,-1038.7963019141778
0.6000000000000001,40,0.9500000000000001,2,-977.1539387684606
0.6000000000000001,40,0.9500000000000001,3,-993.2545330076721
0.6000000000000001,40,0.9500000000000001,4,-1009.9700509448282
0.6000000000000001,40,0.9500000000000001,5,-1037.8988567206763
0.6000000000000001,40,0.9500000000000001,6,-1064.7801384064403
0.6000000000000001,40,1.0,2,-997.6228048613548
0.6000000000000001,40,1.0,3,-1036.9371665125693
0.6000000000000001,40,1.0,4,-1080.5041148864123
0.6000000000000001,40,1.0,5,-1276.2759868137273
0.6000000000000001,40,1.0,6,-1497.1083604553046
0.6000000000000001,45,0.0,2,-1058.4513709936066
0.6000000000000001,45,0.0,3,-1058.4513709936066
0.6000000000000001,45,0.0,4,-1058.4513709936066
0.6000000000000001,45,0.0,5,-1058.4513709936066
0.6000000000000001,45,0.0,6,-1058.4513709936066
0.6000000000000001,45,0.05,2,-1059.2841972433885
0.6000000000000001,45,0.05,3,-1059.6334158048812
0.6000000000000001,45,0.05,4,-1059.934716654974
0.6000000000000001,45,0.05,5,-1060.2124464175195
0.6000000000000001,45,0.05,6,-1060.3766397929805
0.6000000000000001,45,0.1,2,-1060.1390494366858
0.6000000000000001,45,0.1,3,-1060.8565285552306
0.6000000000000001,45,0.1,4,-1061.4800962276884
0.6000000000000001,45,0.1,5,-1062.0599789683392
0.6000000000000001,45,0.1,6,-1062.40477238193
0.6000000000000001,45,0.15000000000000002,2,-1061.0174123589786
0.6000000000000001,45,0.15000000000000002,3,-1062.1239637000679
0.6000000000000001,45,0.15000000000000002,4,-1063.0931065565705
0.6000000000000001,45,0.15000000000000002,5,-1064.0029942623437
0.6000000000000001,45,0.15000000000000002,6,-1064.547394367322
0.6000000000000001,45,0.2,2,-1061.920961882022
0.6000000000000001,45,0.2,3,-1063.4394216572948
0.6000000000000001,45,0.2,4,-1064.7801669410676
0.6000000000000001,45,0.2,5,-1066.0520265975272
0.6000000000000001,45,0.2,6,-1066.8182228723037
0.6000000000000001,45,0.25,2,-1062.8516046805262
0.6000000000000001,45,0.25,3,-1064.8071424656612
0.6000000000000001,45,0.25,4,-1066.54869515074
0.6000000000000001,45,0.25,5,-1068.2194794317072
0.6000000000000001,45,0.25,6,-1069.23360094968
0.6000000000000001,45,0.30000000000000004,2,-1063.811529823022
0.6000000000000001,45,0.30000000000000004,3,-1066.2320273623432
0.6000000000000001,45,0.30000000000000004,4,-1068.4073351295342
0.6000000000000001,45,0.30000000000000004,5,-1070.5201018239786
0.6000000000000001,45,0.30000000000000004,6,-1071.813214588968
0.6000000000000001,45,0.35000000000000003,2,-1064.8032769917245
0.6000000000000001,45,0.35000000000000003,3,-1067.7197994684154
0.6000000000000001,45,0.35000000000000003,4,-1070.3662564662948
0.6000000000000001,45,0.35000000000000003,5,-1072.9716293033678
0.6000000000000001,45,0.35000000000000003,6,-1074.5810727950095
0.6000000000000001,45,0.4,2,-1065.8298285340566
0.6000000000000001,45,0.4,3,-1069.2772205767424
0.6000000000000001,45,0.4,4,-1072.4375557744802
0.6000000000000001,45,0.4,5,-1075.595663356717
0.6000000000000001,45,0.4,6,-1077.5668759528437
0.6000000000000001,45,0.45,2,-1066.8947365796982
0.6000000000000001,45,0.45,3,-1070.9123906498662
0.6000000000000001,45,0.45,4,-1074.6358065939826
0.6000000000000001,45,0.45,5,-1078.4189065617852
0.6000000000000001,45,0.45,6,-1080.8079733592353
0.6000000000000001,45,0.5,2,-1068.0023033425703
0.6000000000000001,45,0.5,3,-1072.6351731659738
0.6000000000000001,45,0.5,4,-1076.9788324172266
0.6000000000000001,45,0.5,5,-1081.4749444579293
0.6000000000000001,45,0.5,6,-1084.352243779069
0.6000000000000001,45,0.55,2,-1069.1578449977587
0.6000000000000001,45,0.55,3,-1074.4578191538212
0.6000000000000001,45,0.55,4,-1079.4888271620252
0.6000000000000001,45,0.55,5,-1084.8068991127532
0.6000000000000001,45,0.55,6,-1088.2624772446204
0.6000000000000001,45,0.6000000000000001,2,-1070.3680925119265
0.6000000000000001,45,0.6000000000000001,3,-1076.3959189646082
0.6000000000000001,45,0.6000000000000001,4,-1082.1940405021685
0.6000000000000001,45,0.6000000000000001,5,-1088.4715343054922
0.6000000000000001,45,0.6000000000000001,6,-1092.623309609904
0.6000000000000001,45,0.65,2,-1071.6418285373152
0.6000000000000001,45,0.65,3,-1078.4699239983456
0.6000000000000001,45,0.65,4,-1085.1314311457206
0.6000000000000001,45,0.65,5,-1092.545909480632
0.6000000000000001,45,0.65,6,-1097.552737815446
0.6000000000000001,45,0.7000000000000001,2,-1072.9909574045985
0.6000000000000001,45,0.7000000000000001,3,-1080.707726449495
0.6000000000000001,45,0.7000000000000001,4,-1088.3510915194565
0.6000000000000001,45,0.7000000000000001,5,-1097.1388135640834
0.6000000000000001,45,0.7000000000000001,6,-1103.222420272268
0.6000000000000001,45,0.75,2,-1074.4324353740537
0.6000000000000001,45,0.75,3,-1083.1493728458659
0.6000000000000001,45,0.75,4,-1091.9241998353205
0.6000000000000001,45,0.75,5,-1102.4119515646153
0.6000000000000001,45,0.75,6,-1109.8963140600083
0.6000000000000001,45,0.8,2,-1075.9920993960964
0.6000000000000001,45,0.8,3,-1085.8565795016377
0.6000000000000001,45,0.8,4,-1095.958832936764
0.6000000000000001,45,0.8,5,-1108.6233937331124
0.6000000000000001,45,0.8,6,-1118.0121196802916
0.6000000000000001,45,0.8500000000000001,2,-1077.713356116732
0.6000000000000001,45,0.8500000000000001,3,-1088.934847558682
0.6000000000000001,45,0.8500000000000001,4,-1100.6363020800875
0.6000000000000001,45,0.8500000000000001,5,-1116.2305238289484
0.6000000000000001,45,0.8500000000000001,6,-1128.3795987199553
0.6000000000000001,45,0.9,2,-1079.681537665102
0.6000000000000001,45,0.9,3,-1092.5974343907012
0.6000000000000001,45,0.9,4,-1106.3158115601814
0.6000000000000001,45,0.9,5,-1126.1955375725026
0.6000000000000001,45,0.9,6,-1142.78433961662
0.6000000000000001,45,0.9500000000000001,2,-1082.1260259947098
0.6000000000000001,45,0.9500000000000001,3,-1097.4440881509263
0.6000000000000001,45,0.9500000000000001,4,-1113.9939876917256
0.6000000000000001,45,0.9500000000000001,5,-1141.364333301523
0.6000000000000001,45,0.9500000000000001,6,-1166.7713874015765
0.6000000000000001,45,1.0,2,-1095.2088801987816
0.6000000000000001,45,1.0,3,-1125.9674750892739
0.6000000000000001,45,1.0,4,-1163.8348342560498
0.6000000000000001,45,1.0,5,-1324.9360997950903
0.6000000000000001,45,1.0,6,-1497.1083604553046
0.6000000000000001,50,0.0,2,-1165.26711384285
0.6000000000000001,50,0.0,3,-1165.26711384285
0.6000000000000001,50,0.0,4,-1165.26711384285
0.6000000000000001,50,0.0,5,-1165.26711384285
0.6000000000000001,50,0.0,6,-1165.26711384285
0.6000000000000001,50,0.05,2,-1165.938316038977
0.6000000000000001,50,0.05,3,-1166.2529585635382
0.6000000000000001,50,0.05,4,-1166.5341850309078
0.6000000000000001,50,0.05,5,-1166.7916382062776
0.6000000000000001,50,0.05,6,-1166.9377437291182
0.6000000000000001,50,0.1,2,-1166.6250871076668
0.6000000000000001,50,0.1,3,-1167.271020416752
0.6000000000000001,50,0.1,4,-1167.8529809786262
0.6000000000000001,50,0.1,5,-1168.3903778499596
0.6000000000000001,50,0.1,6,-1168.6971046077294
0.6000000000000001,50,0.15000000000000002,2,-1167.3283276062753
0.6000000000000001,50,0.15000000000000002,3,-1168.323699794711
0.6000000000000001,50,0.15000000000000002,4,-1169.2280805236767
0.6000000000000001,50,0.15000000000000002,5,-1170.0710528109762
0.6000000000000001,50,0.15000000000000002,6,-1170.5552088668921
0.6000000000000001,50,0.2,2,-1168.0490405951966
0.6000000000000001,50,0.2,3,-1169.413708657026
0.6000000000000001,50,0.2,4,-1170.6647248285256
0.6000000000000001,50,0.2,5,-1171.8426713279848
0.6000000000000001,50,0.2,6,-1172.5238697600976
0.6000000000000001,50,0.25,2,-1168.7883517565385
0.6000000000000001,50,0.25,3,-1170.5441336202728
0.6000000000000001,50,0.25,4,-1172.1689575023036
0.6000000000000001,50,0.25,5,-1173.7158375338363
0.6000000000000001,50,0.25,6,-1174.6171618665799
0.6000000000000001,50,0.30000000000000004,2,-1169.5475355222502
0.6000000000000001,50,0.30000000000000004,3,-1171.7185175730006
0.6000000000000001,50,0.30000000000000004,4,-1173.7478056154334
0.6000000000000001,50,0.30000000000000004,5,-1175.7031582144928
0.6000000000000001,50,0.30000000000000004,6,-1176.8520390912804
0.6000000000000001,50,0.35000000000000003,2,-1170.3280496971101
0.6000000000000001,50,0.35000000000000003,3,-1172.9409672630156
0.6000000000000001,50,0.35000000000000003,4,-1175.4095174833826
0.6000000000000001,50,0.35000000000000003,5,-1177.819790112002
0.6000000000000001,50,0.35000000000000003,6,-1179.249179766135
0.6000000000000001,50,0.4,2,-1171.1315824058618
0.6000000000000001,50,0.4,3,-1174.216298227439
0.6000000000000001,50,0.4,4,-1177.1638810951674
0.6000000000000001,50,0.4,5,-1180.0841913256365
0.6000000000000001,50,0.4,6,-1181.8341671640103
0.6000000000000001,50,0.45,2,-1171.9601174579338
