alpha,beta,rho,K,loglike
0.35000000000000003,5,0.55,2,-274.82860590367693
0.35000000000000003,5,0.55,3,-265.11612020833087
0.35000000000000003,5,0.55,4,-259.8273003367364
0.35000000000000003,5,0.55,5,-259.04940232037393
0.35000000000000003,5,0.55,6,-258.9933200204995
0.35000000000000003,5,0.6000000000000001,2,-272.2137157828637
0.35000000000000003,5,0.6000000000000001,3,-261.99386024856256
0.35000000000000003,5,0.6000000000000001,4,-256.68481040272235
0.35000000000000003,5,0.6000000000000001,5,-256.4695490468875
0.35000000000000003,5,0.6000000000000001,6,-256.80256608103315
0.35000000000000003,5,0.65,2,-269.6534982913295
0.35000000000000003,5,0.65,3,-259.01408759238154
0.35000000000000003,5,0.65,4,-253.80912680026898
0.35000000000000003,5,0.65,5,-254.37985519065967
0.35000000000000003,5,0.65,6,-255.25636380556858
0.35000000000000003,5,0.7000000000000001,2,-267.1490768557281
0.35000000000000003,5,0.7000000000000001,3,-256.19157210698415
0.35000000000000003,5,0.7000000000000001,4,-251.2396695627566
0.35000000000000003,5,0.7000000000000001,5,-252.89310207816877
0.35000000000000003,5,0.7000000000000001,6,-254.52745623634843
0.35000000000000003,5,0.75,2,-264.7018467342865
0.35000000000000003,5,0.75,3,-253.54759197981176
0.35000000000000003,5,0.75,4,-249.0323712398844
0.35000000000000003,5,0.75,5,-252.18030869850932
0.35000000000000003,5,0.75,6,-254.88524869844986
0.35000000000000003,5,0.8,2,-262.3135237294037
0.35000000000000003,5,0.8,3,-251.11504210584886
0.35000000000000003,5,0.8,4,-247.27156249130613
0.35000000000000003,5,0.8,5,-252.520065306435
0.35000000000000003,5,0.8,6,-256.78287414666033
0.35000000000000003,5,0.8500000000000001,2,-259.98620991855734
0.35000000000000003,5,0.8500000000000001,3,-248.9507414050293
0.35000000000000003,5,0.8500000000000001,4,-246.0972842649578
0.35000000000000003,5,0.8500000000000001,5,-254.41753537582528
0.35000000000000003,5,0.8500000000000001,6,-261.07195254919816
0.35000000000000003,5,0.9,2,-257.7224839443708
0.35000000000000003,5,0.9,3,-247.17289449363145
0.35000000000000003,5,0.9,4,-245.78478166845449
0.35000000000000003,5,0.9,5,-258.9652894344239
0.35000000000000003,5,0.9,6,-269.6672327383829
0.35000000000000003,5,0.95,2,-255.52552790532508
0.35000000000000003,5,0.95,3,-246.1361405408501
0.35000000000000003,5,0.95,4,-247.10281710104343
0.35000000000000003,5,0.95,5,-269.5180052069514
0.35000000000000003,5,0.95,6,-288.68313783049814
0.35000000000000003,5,1.0,2,-253.39931078506615
0.35000000000000003,5,1.0,3,-307.1367425592124
0.35000000000000003,5,1.0,4,-350.71322719667535
0.35000000000000003,5,1.0,5,-868.6075954044327
0.35000000000000003,5,1.0,6,-1324.1878019959645
0.35000000000000003,10,0.0,2,-262.2743970372551
0.35000000000000003,10,0.0,3,-262.2743970372551
0.35000000000000003,10,0.0,4,-262.2743970372551
0.35000000000000003,10,0.0,5,-262.2743970372551
0.35000000000000003,10,0.0,6,-262.2743970372551
0.35000000000000003,10,0.05,2,-262.2028489646873
0.35000000000000003,10,0.05,3,-262.26078885005984
0.35000000000000003,10,0.05,4,-262.36997068060657
0.35000000000000003,10,0.05,5,-262.53592041319257
0.35000000000000003,10,0.05,6,-262.6170606195996
0.35000000000000003,10,0.1,2,-262.1503247637426
0.35000000000000003,10,0.1,3,-262.288709641068
0.35000000000000003,10,0.1,4,-262.5331220480701
0.35000000000000003,10,0.1,5,-262.89451863576835
0.35000000000000003,10,0.1,6,-263.0728760936031
0.35000000000000003,10,0.15000000000000002,2,-262.11741929674355
0.35000000000000003,10,0.15000000000000002,3,-262.36040671306716
0.35000000000000003,10,0.15000000000000002,4,-262.7686592351863
0.35000000000000003,10,0.15000000000000002,5,-263.35889608611245
0.35000000000000003,10,0.15000000000000002,6,-263.6529086302977
0.35000000000000003,10,0.2,2,-262.10478178183797
0.35000000000000003,10,0.2,3,-262.47842475776275
0.35000000000000003,10,0.2,4,-263.08212207956694
0.35000000000000003,10,0.2,5,-263.93930662777285
0.35000000000000003,10,0.2,6,-264.3703182571178
0.35000000000000003,10,0.25,2,-262.11312150162115
0.35000000000000003,10,0.25,3,-262.6456597537356
0.35000000000000003,10,0.25,4,-263.479930624721
0.35000000000000003,10,0.25,5,-264.6479264038285
0.35000000000000003,10,0.25,6,-265.2408962317561
0.35000000000000003,10,0.30000000000000004,2,-262.14321447361755
0.35000000000000003,10,0.30000000000000004,3,-262.8654277367578
0.35000000000000003,10,0.30000000000000004,4,-263.9695758275467
0.35000000000000003,10,0.30000000000000004,5,-265.49934905251814
0.35000000000000003,10,0.30000000000000004,6,-266.2837871616015
0.35000000000000003,10,0.35000000000000003,2,-262.19591128895735
0.35000000000000003,10,0.35000000000000003,3,-263.1415541179565
0.35000000000000003,10,0.35000000000000003,4,-264.5598683344699
0.35000000000000003,10,0.35000000000000003,5,-266.5112553707424
0.35000000000000003,10,0.35000000000000003,6,-267.5224796018569
0.35000000000000003,10,0.4,2,-262.27214638405394
0.35000000000000003,10,0.4,3,-263.47849213290283
0.35000000000000003,10,0.4,4,-265.26126885469023
0.35000000000000003,10,0.4,5,-267.70533754971257
0.35000000000000003,10,0.4,6,-268.98619435832774
0.35000000000000003,10,0.45,2,-262.3729490890113
0.35000000000000003,10,0.45,3,-263.881483837367
0.35000000000000003,10,0.45,4,-266.08633615634966
0.35000000000000003,10,0.45,5,-269.10860518577067
0.35000000000000003,10,0.45,6,-270.71187869611873
0.35000000000000003,10,0.5,2,-262.4994569044728
0.35000000000000003,10,0.5,3,-264.35678543326765
0.35000000000000003,10,0.5,4,-267.0503497804816
0.35000000000000003,10,0.5,5,-270.75528225303407
0.35000000000000003,10,0.5,6,-272.7471541081746
0.35000000000000003,10,0.55,2,-262.6529316087357
0.35000000000000003,10,0.55,3,-264.9119939001074
0.35000000000000003,10,0.55,4,-268.17220173260125
0.35000000000000003,10,0.55,5,-272.68965354765066
0.35000000000000003,10,0.55,6,-275.1548228974216
0.35000000000000003,10,0.6000000000000001,2,-262.8347790090585
0.35000000000000003,10,0.6000000000000001,3,-265.55654106308424
0.35000000000000003,10,0.6000000000000001,4,-269.4757206082516
0.35000000000000003,10,0.6000000000000001,5,-274.9705059269656
0.35000000000000003,10,0.6000000000000001,6,-278.02004066390566
0.35000000000000003,10,0.65,2,-263.0465734563756
0.35000000000000003,10,0.65,3,-266.30248101322184
0.35000000000000003,10,0.65,4,-270.99172915751234
0.35000000000000003,10,0.65,5,-277.67839693050456
0.35000000000000003,10,0.65,6,-281.4623038365967
0.35000000000000003,10,0.7000000000000001,2,-263.2900886908267
0.35000000000000003,10,0.7000000000000001,3,-267.1658296580551
0.35000000000000003,10,0.7000000000000001,4,-272.7614327171252
0.35000000000000003,10,0.7000000000000001,5,-280.9282840351231
0.35000000000000003,10,0.7000000000000001,6,-285.6567410351145
0.35000000000000003,10,0.75,2,-263.5673372582154
0.35000000000000003,10,0.75,3,-268.16904170685103
0.35000000000000003,10,0.75,4,-274.842443435436
0.35000000000000003,10,0.75,5,-284.8932284131427
0.35000000000000003,10,0.75,6,-290.8749929940488
0.35000000000000003,10,0.8,2,-263.880621772106
0.35000000000000003,10,0.8,3,-269.3461247440528
0.35000000000000003,10,0.8,4,-277.3206748882611
0.35000000000000003,10,0.8,5,-289.85374033347404
0.35000000000000003,10,0.8,6,-297.57229138922315
0.35000000000000003,10,0.8500000000000001,2,-264.23260293139043
0.35000000000000003,10,0.8500000000000001,3,-270.7549516270445
0.35000000000000003,10,0.8500000000000001,4,-280.33766228958604
0.35000000000000003,10,0.8500000000000001,5,-296.3167915859505
0.35000000000000003,10,0.8500000000000001,6,-306.602230159454
0.35000000000000003,10,0.9,2,-264.6263918677396
0.35000000000000003,10,0.9,3,-272.51472671041506
0.35000000000000003,10,0.9,4,-284.17006353612976
0.35000000000000003,10,0.9,5,-305.37665863763215
0.35000000000000003,10,0.9,6,-319.88141796194685
0.35000000000000003,10,0.95,2,-265.0656788929293
0.35000000000000003,10,0.95,3,-274.9810387914356
0.35000000000000003,10,0.95,4,-289.5879787603915
0.35000000000000003,10,0.95,5,-320.38963108784475
0.35000000000000003,10,0.95,6,-343.52603301520304
0.35000000000000003,10,1.0,2,-265.55491860830534
0.35000000000000003,10,1.0,3,-334.07862672289787
0.35000000000000003,10,1.0,4,-389.89450302989013
0.35000000000000003,10,1.0,5,-890.6603404593767
0.35000000000000003,10,1.0,6,-1324.1878019959645
0.35000000000000003,15,0.0,2,-307.4141416057575
0.35000000000000003,15,0.0,3,-307.4141416057575
0.35000000000000003,15,0.0,4,-307.4141416057575
0.35000000000000003,15,0.0,5,-307.4141416057575
0.35000000000000003,15,0.0,6,-307.4141416057575
0.35000000000000003,15,0.05,2,-307.879662027408
0.35000000000000003,15,0.05,3,-308.14484718947415
0.35000000000000003,15,0.05,4,-308.40417101195067
0.35000000000000003,15,0.05,5,-308.66479787251586
0.35000000000000003,15,0.05,6,-308.7917338087093
0.35000000000000003,15,0.1,2,-308.360675706276
0.35000000000000003,15,0.1,3,-308.9108486763593
0.35000000000000003,15,0.1,4,-309.45320181855527
0.35000000000000003,15,0.1,5,-310.00226044249786
0.35000000000000003,15,0.1,6,-310.27129484630564
0.35000000000000003,15,0.15000000000000002,2,-308.8578531463445
0.35000000000000003,15,0.15000000000000002,3,-309.7145480496638
0.35000000000000003,15,0.15000000000000002,4,-310.56627467945697
0.35000000000000003,15,0.15000000000000002,5,-311.43552859041165
0.35000000000000003,15,0.15000000000000002,6,-311.8642209846574
0.35000000000000003,15,0.2,2,-309.37191632102434
0.35000000000000003,15,0.2,3,-310.55863831164237
0.35000000000000003,15,0.2,4,-311.7491518782077
0.35000000000000003,15,0.2,5,-312.97513770619565
0.35000000000000003,15,0.2,6,-313.5839879749205
0.35000000000000003,15,0.25,2,-309.9036445416958
0.35000000000000003,15,0.25,3,-311.446157746808
0.35000000000000003,15,0.25,4,-313.0084663905701
0.35000000000000003,15,0.25,5,-314.6335329079013
0.35000000000000003,15,0.25,6,-315.44668838379243
0.35000000000000003,15,0.30000000000000004,2,-310.4538812765516
0.35000000000000003,15,0.30000000000000004,3,-312.38055903079095
0.35000000000000003,15,0.30000000000000004,4,-314.3519131460851
0.35000000000000003,15,0.30000000000000004,5,-316.4255650109077
0.35000000000000003,15,0.30000000000000004,6,-317.47175459546287
0.35000000000000003,15,0.35000000000000003,2,-311.02354212709304
0.35000000000000003,15,0.35000000000000003,3,-313.365798862665
0.35000000000000003,15,0.35000000000000003,4,-315.7884983176457
0.35000000000000003,15,0.35000000000000003,5,-318.36916088848324
0.35000000000000003,15,0.35000000000000003,6,-319.68295022494493
0.35000000000000003,15,0.4,2,-311.6136242280095
0.35000000000000003,15,0.4,3,-314.4064567059451
0.35000000000000003,15,0.4,4,-317.3288701711133
0.35000000000000003,15,0.4,5,-320.48624835302604
0.35000000000000003,15,0.4,6,-322.1097591748912
0.35000000000000003,15,0.45,2,-312.22521741498304
0.35000000000000003,15,0.45,3,-315.50789605590404
0.35000000000000003,15,0.45,4,-318.9857675040064
0.35000000000000003,15,0.45,5,-322.8040627655401
0.35000000000000003,15,0.45,6,-324.78938054259163
0.35000000000000003,15,0.5,2,-312.85951761288015
0.35000000000000003,15,0.5,3,-316.6764900184568
0.35000000000000003,15,0.5,4,-320.7746427710045
0.35000000000000003,15,0.5,5,-325.35704456407126
0.35000000000000003,15,0.5,6,-327.7696770359838
0.35000000000000003,15,0.55,2,-313.5178430468114
0.35000000000000003,15,0.55,3,-317.91994817744563
0.35000000000000003,15,0.55,4,-322.7145541587313
0.35000000000000003,15,0.55,5,-328.1896862245408
0.35000000000000003,15,0.55,6,-331.11368215682353
0.35000000000000003,15,0.6000000000000001,2,-314.20165409059865
0.35000000000000003,15,0.6000000000000001,3,-319.2478108829142
0.35000000000000003,15,0.6000000000000001,4,-324.8294900684692
0.35000000000000003,15,0.6000000000000001,5,-331.36097398056233
0.35000000000000003,15,0.6000000000000001,6,-334.9067732463309
0.35000000000000003,15,0.65,2,-314.9125778723984
0.35000000000000003,15,0.65,3,-320.67223687696173
0.35000000000000003,15,0.65,4,-327.15042701392366
0.35000000000000003,15,0.65,5,-334.9516568920806
0.35000000000000003,15,0.65,6,-339.2686595364798
0.35000000000000003,15,0.7000000000000001,2,-315.6524392053896
0.35000000000000003,15,0.7000000000000001,3,-322.2093430368378
0.35000000000000003,15,0.7000000000000001,4,-329.71871836458246
0.35000000000000003,15,0.7000000000000001,5,-339.0768765177849
0.35000000000000003,15,0.7000000000000001,6,-344.3746739952214
0.35000000000000003,15,0.75,2,-316.42330008408237
0.35000000000000003,15,0.75,3,-323.88168154022736
0.35000000000000003,15,0.75,4,-332.59211886153304
0.35000000000000003,15,0.75,5,-343.90987106231097
0.35000000000000003,15,0.75,6,-350.49665370074064
0.35000000000000003,15,0.8,2,-317.2275110213657
0.35000000000000003,15,0.8,3,-325.72335410716505
0.35000000000000003,15,0.8,4,-335.8566795052116
0.35000000000000003,15,0.8,5,-349.7313211397345
0.35000000000000003,15,0.8,6,-358.09001908528296
0.35000000000000003,15,0.8500000000000001,2,-318.0677791364925
0.35000000000000003,15,0.8500000000000001,3,-327.7923245548184
0.35000000000000003,15,0.8500000000000001,4,-339.65406801964804
0.35000000000000003,15,0.8500000000000001,5,-357.04836253302506
0.35000000000000003,15,0.8500000000000001,6,-368.0085456391503
0.35000000000000003,15,0.9,2,-318.94726056875567
0.35000000000000003,15,0.9,3,-330.20788516453086
0.35000000000000003,15,0.9,4,-344.26107012968316
0.35000000000000003,15,0.9,5,-366.9554296473716
0.35000000000000003,15,0.9,6,-382.16901668846685
0.35000000000000003,15,0.95,2,-319.8696892871485
0.35000000000000003,15,0.95,3,-333.32570972443403
0.35000000000000003,15,0.95,4,-350.44790929247915
0.35000000000000003,15,0.95,5,-382.8089641125411
0.35000000000000003,15,0.95,6,-406.68777826217246
0.35000000000000003,15,1.0,2,-320.8395622585521
0.35000000000000003,15,1.0,3,-387.5200164686657
0.35000000000000003,15,1.0,4,-443.7455275628437
0.35000000000000003,15,1.0,5,-918.2552048005257
0.35000000000000003,15,1.0,6,-1324.1878019959645
0.35000000000000003,20,0.0,2,-367.1124584116751
0.35000000000000003,20,0.0,3,-367.1124584116751
0.35000000000000003,20,0.0,4,-367.1124584116751
0.35000000000000003,20,0.0,5,-367.1124584116751
0.35000000000000003,20,0.0,6,-367.1124584116751
0.35000000000000003,20,0.05,2,-367.7296611209106
0.35000000000000003,20,0.05,3,-368.0537255938392
0.35000000000000003,20,0.05,4,-368.35578083711886
0.35000000000000003,20,0.05,5,-368.6436889310508
0.35000000000000003,20,0.05,6,-368.7840531840881
0.35000000000000003,20,0.1,2,-368.3618045799077
0.35000000000000003,20,0.1,3,-369.02931328261565
0.35000000000000003,20,0.1,4,-369.6567629683526
0.35000000000000003,20,0.1,5,-370.26011836514397
0.35000000000000003,20,0.1,6,-370.55586616563033
0.35000000000000003,20,0.15000000000000002,2,-369.0095646796949
0.35000000000000003,20,0.15000000000000002,3,-370.04163445463854
0.35000000000000003,20,0.15000000000000002,4,-371.0204619608508
0.35000000000000003,20,0.15000000000000002,5,-371.970766913729
0.35000000000000003,20,0.15000000000000002,6,-372.43931709186364
0.35000000000000003,20,0.2,2,-369.6736686900666
0.35000000000000003,20,0.2,3,-371.0933929060347
0.35000000000000003,20,0.2,4,-372.45265628366064
0.35000000000000003,20,0.2,5,-373.7861904738188
0.35000000000000003,20,0.2,6,-374.44790470321715
0.35000000000000003,20,0.25,2,-370.3549011303372
0.35000000000000003,20,0.25,3,-372.18763752069844
0.35000000000000003,20,0.25,4,-373.9599947901588
0.35000000000000003,20,0.25,5,-375.7188542637238
0.35000000000000003,20,0.25,6,-376.5977440885679
0.35000000000000003,20,0.30000000000000004,2,-371.05411059032144
0.35000000000000003,20,0.30000000000000004,3,-373.32783138400697
0.35000000000000003,20,0.30000000000000004,4,-375.55018798755447
0.35000000000000003,20,0.30000000000000004,5,-377.783628803044
0.35000000000000003,20,0.30000000000000004,6,-378.9082896997848
0.35000000000000003,20,0.35000000000000003,2,-371.77221770890264
0.35000000000000003,20,0.35000000000000003,3,-374.5179414198346
0.35000000000000003,20,0.35000000000000003,4,-377.23225733412283
0.35000000000000003,20,0.35000000000000003,5,-379.9984602836106
0.35000000000000003,20,0.35000000000000003,6,-381.40332677716947
0.35000000000000003,20,0.4,2,-372.5102245759159
0.35000000000000003,20,0.4,3,-375.7625571360762
0.35000000000000003,20,0.4,4,-379.0168660962134
0.35000000000000003,20,0.4,5,-382.385295460704
0.35000000000000003,20,0.4,6,-384.11236041787737
0.35000000000000003,20,0.45,2,-373.26922590189565
0.35000000000000003,20,0.45,3,-377.067051896326
0.35000000000000003,20,0.45,4,-380.91676779406083
0.35000000000000003,20,0.45,5,-384.9713882720925
0.35000000000000003,20,0.45,6,-387.0726104939842
0.35000000000000003,20,0.5,2,-374.05042240814623
0.35000000000000003,20,0.5,3,-378.437808502949
0.35000000000000003,20,0.5,4,-382.9474293341317
0.35000000000000003,20,0.5,5,-387.791197375568
0.35000000000000003,20,0.5,6,-390.33196007894685
0.35000000000000003,20,0.55,2,-374.8551370396238
0.35000000000000003,20,0.55,3,-379.88254606836404
0.35000000000000003,20,0.55,4,-385.1279230904503
0.35000000000000003,20,0.55,5,-390.88923311833213
0.35000000000000003,20,0.55,6,-393.9534626404286
0.35000000000000003,20,0.6000000000000001,2,-375.68483481516677
0.35000000000000003,20,0.6000000000000001,3,-381.4108143070706
0.35000000000000003,20,0.6000000000000001,4,-387.48225139350234
0.35000000000000003,20,0.6000000000000001,5,-394.3244992646267
0.35000000000000003,20,0.6000000000000001,6,-398.02251509446364
0.35000000000000003,20,0.65,2,-376.5411474348262
0.35000000000000003,20,0.65,3,-383.03478116492056
0.35000000000000003,20,0.65,4,-390.041404433712
0.35000000000000003,20,0.65,5,-398.17776207103884
0.35000000000000003,20,0.65,6,-402.6588458633373
0.35000000000000003,20,0.7000000000000001,2,-377.42590421220655
0.35000000000000003,20,0.7000000000000001,3,-384.77057256503286
0.35000000000000003,20,0.7000000000000001,4,-392.84674900976415
0.35000000000000003,20,0.7000000000000001,5,-402.5641799634748
0.35000000000000003,20,0.7000000000000001,6,-408.0378067236486
0.35000000000000003,20,0.75,2,-378.3411715723712
0.35000000000000003,20,0.75,3,-386.64074957466016
0.35000000000000003,20,0.75,4,-395.95605304791803
0.35000000000000003,20,0.75,5,-407.65700768436113
0.35000000000000003,20,0.75,6,-414.43125317486437
0.35000000000000003,20,0.8,2,-379.2893043904338
0.35000000000000003,20,0.8,3,-388.67942264547827
0.35000000000000003,20,0.8,4,-399.45538048968126
0.35000000000000003,20,0.8,5,-413.73694204427943
0.35000000000000003,20,0.8,6,-422.2946236545083
0.35000000000000003,20,0.8500000000000001,2,-380.27301408102653
0.35000000000000003,20,0.8500000000000001,3,-390.944564156337
0.35000000000000003,20,0.8500000000000001,4,-403.48641174483663
0.35000000000000003,20,0.8500000000000001,5,-421.3111346312955
0.35000000000000003,20,0.8500000000000001,6,-432.4817111377983
0.35000000000000003,20,0.9,2,-381.2954610134
0.35000000000000003,20,0.9,3,-393.55547472185816
0.35000000000000003,20,0.9,4,-408.32594490889704
0.35000000000000003,20,0.9,5,-431.4740350450609
0.35000000000000003,20,0.9,6,-446.9093154713122
0.35000000000000003,20,0.95,2,-382.3603833224336
0.35000000000000003,20,0.95,3,-396.86783580610086
0.35000000000000003,20,0.95,4,-414.7442150521782
0.35000000000000003,20,0.95,5,-447.582097940575
0.35000000000000003,20,0.95,6,-471.6937950799234
0.35000000000000003,20,1.0,2,-383.47228207808485
0.35000000000000003,20,1.0,3,-445.69303694915993
0.35000000000000003,20,1.0,4,-500.4219954446497
0.35000000000000003,20,1.0,5,-946.9389646481784
0.35000000000000003,20,1.0,6,-1324.1878019959645
0.35000000000000003,25,0.0,2,-430.76803252738097
0.35000000000000003,25,0.0,3,-430.76803252738097
0.35000000000000003,25,0.0,4,-430.76803252738097
0.35000000000000003,25,0.0,5,-430.76803252738097
0.35000000000000003,25,0.0,6,-430.76803252738097
0.35000000000000003,25,0.05,2,-431.4394278792626
0.35000000000000003,25,0.05,3,-431.7845911461738
0.35000000000000003,25,0.05,4,-432.1019685736653
0.35000000000000003,25,0.05,5,-432.39971052163963
0.35000000000000003,25,0.05,6,-432.54494952365576
0.35000000000000003,25,0.1,2,-432.1256706101587
0.35000000000000003,25,0.1,3,-432.8353054904272
0.35000000000000003,25,0.1,4,-433.4933377820687
0.35000000000000003,25,0.1,5,-434.11631604413833
0.35000000000000003,25,0.1,6,-434.42178926522485
0.35000000000000003,25,0.15000000000000002,2,-432.8274370006636
0.35000000000000003,25,0.15000000000000002,3,-433.9225893298426
0.35000000000000003,25,0.15000000000000002,4,-434.9471984968438
0.35000000000000003,25,0.15000000000000002,5,-435.9268707997152
0.35000000000000003,25,0.15000000000000002,6,-436.4099731733873
0.35000000000000003,25,0.2,2,-433.54545470726106
0.35000000000000003,25,0.2,3,-435.04914724697954
0.35000000000000003,25,0.2,4,-436.46933036521096
0.35000000000000003,25,0.2,5,-437.8419321757816
0.35000000000000003,25,0.2,6,-438.5230016570488
0.35000000000000003,25,0.25,2,-434.2805086330922
0.35000000000000003,25,0.25,3,-436.2180289054586
0.35000000000000003,25,0.25,4,-438.0663834079869
0.35000000000000003,25,0.25,5,-439.87396686596685
0.35000000000000003,25,0.25,6,-440.7769914556445
0.35000000000000003,25,0.30000000000000004,2,-435.03344774894765
0.35000000000000003,25,0.30000000000000004,3,-437.43269816355
0.35000000000000003,25,0.30000000000000004,4,-439.746069288868
0.35000000000000003,25,0.30000000000000004,5,-442.0378468494637
0.35000000000000003,25,0.30000000000000004,6,-443.1913986526618
0.35000000000000003,25,0.35000000000000003,2,-435.8051930718431
0.35000000000000003,25,0.35000000000000003,3,-438.6971227109812
0.35000000000000003,25,0.35000000000000003,4,-441.51741061132316
0.35000000000000003,25,0.35000000000000003,5,-444.3515197609702
0.35000000000000003,25,0.35000000000000003,6,-445.79001009951185
0.35000000000000003,25,0.4,2,-436.5967470669048
0.35000000000000003,25,0.4,3,-440.0158928141249
0.35000000000000003,25,0.4,4,-443.39107177506514
0.35000000000000003,25,0.4,5,-446.83693378038095
0.35000000000000003,25,0.4,6,-448.6023324815078
0.35000000000000003,25,0.45,2,-437.4092048171106
0.35000000000000003,25,0.45,3,-441.3943825871409
0.35000000000000003,25,0.45,4,-445.3798074210338
0.35000000000000003,25,0.45,5,-449.5213442494201
0.35000000000000003,25,0.45,6,-451.66558723206293
0.35000000000000003,25,0.5,2,-438.2437674133457
0.35000000000000003,25,0.5,3,-442.83897557416844
0.35000000000000003,25,0.5,4,-447.49908556244486
0.35000000000000003,25,0.5,5,-452.4392112053454
0.35000000000000003,25,0.5,6,-455.0276589528655
0.35000000000000003,25,0.55,2,-439.1017581672572
0.35000000000000003,25,0.55,3,-444.35739161912943
0.35000000000000003,25,0.55,4,-449.76797966401375
0.35000000000000003,25,0.55,5,-455.6350463439823
0.35000000000000003,25,0.55,6,-458.75160259611397
0.35000000000000003,25,0.6000000000000001,2,-439.9846424614376
0.35000000000000003,25,0.6000000000000001,3,-445.95918115516787
0.35000000000000003,25,0.6000000000000001,4,-452.21049312734846
0.35000000000000003,25,0.6000000000000001,5,-459.1678547364048
0.35000000000000003,25,0.6000000000000001,6,-462.9228165000302
0.35000000000000003,25,0.65,2,-440.8940523566875
0.35000000000000003,25,0.65,3,-447.6565128291193
0.35000000000000003,25,0.65,4,-454.8576171882204
0.35000000000000003,25,0.65,5,-463.11840388426117
0.35000000000000003,25,0.65,6,-467.66103041196607
0.35000000000000003,25,0.7000000000000001,2,-441.8318175242498
0.35000000000000003,25,0.7000000000000001,3,-449.4655132378656
0.35000000000000003,25,0.7000000000000001,4,-457.75071965312895
0.35000000000000003,25,0.7000000000000001,5,-467.60185335761525
0.35000000000000003,25,0.7000000000000001,6,-473.1415972667624
0.35000000000000003,25,0.75,2,-442.80000474356353
0.35000000000000003,25,0.75,3,-451.4087440742621
0.35000000000000003,25,0.75,4,-460.9475693941058
0.35000000000000003,25,0.75,5,-472.7914588579252
0.35000000000000003,25,0.75,6,-479.6363734017693
0.35000000000000003,25,0.8,2,-443.8009692406231
0.35000000000000003,25,0.8,3,-453.5203163152652
0.35000000000000003,25,0.8,4,-464.53423117812133
0.35000000000000003,25,0.8,5,-478.96791776369764
0.35000000000000003,25,0.8,6,-487.60079738798265
0.35000000000000003,25,0.8500000000000001,2,-444.83742277710746
0.35000000000000003,25,0.8500000000000001,3,-455.85820260861567
0.35000000000000003,25,0.8500000000000001,4,-468.65238595270387
0.35000000000000003,25,0.8500000000000001,5,-486.63838123432214
0.35000000000000003,25,0.8500000000000001,6,-497.88866047722297
0.35000000000000003,25,0.9,2,-445.9125260649566
0.35000000000000003,25,0.9,3,-458.5417029581209
0.35000000000000003,25,0.9,4,-473.57883141538764
0.35000000000000003,25,0.9,5,-496.8972950631274
0.35000000000000003,25,0.9,6,-512.4167543255704
0.35000000000000003,25,0.95,2,-447.0300175765685
0.35000000000000003,25,0.95,3,-461.9264929771599
0.35000000000000003,25,0.95,4,-480.08379685772263
0.35000000000000003,25,0.95,5,-513.1010902515295
0.35000000000000003,25,0.95,6,-537.3013904283603
0.35000000000000003,25,1.0,2,-448.1943987129409
0.35000000000000003,25,1.0,3,-505.26020649600235
0.35000000000000003,25,1.0,4,-557.9767130339762
0.35000000000000003,25,1.0,5,-975.9591551336753
0.35000000000000003,25,1.0,6,-1324.1878019959645
0.35000000000000003,30,0.0,2,-495.8328279143019
0.35000000000000003,30,0.0,3,-495.8328279143019
0.35000000000000003,30,0.0,4,-495.8328279143019
0.35000000000000003,30,0.0,5,-495.8328279143019
0.35000000000000003,30,0.0,6,-495.8328279143019
0.35000000000000003,30,0.05,2,-496.5254133212615
0.35000000000000003,30,0.05,3,-496.8788346354837
0.35000000000000003,30,0.05,4,-497.2022082725214
0.35000000000000003,30,0.05,5,-497.5038044200488
0.35000000000000003,30,0.05,6,-497.6509567200736
0.35000000000000003,30,0.1,2,-497.2328299396454
0.35000000000000003,30,0.1,3,-497.9589685049089
0.35000000000000003,30,0.1,4,-498.6289824844844
0.35000000000000003,30,0.1,5,-499.2596612822903
0.35000000000000003,30,0.1,6,-499.5689568817578
0.35000000000000003,30,0.15000000000000002,2,-497.9557540711399
0.35000000000000003,30,0.15000000000000002,3,-499.07564332345527
0.35000000000000003,30,0.15000000000000002,4,-500.1182089348448
0.35000000000000003,30,0.15000000000000002,5,-501.10942023451673
0.35000000000000003,30,0.15000000000000002,6,-501.59824984005013
0.35000000000000003,30,0.2,2,-498.69491339239113
0.35000000000000003,30,0.2,3,-500.23156369964335
0.35000000000000003,30,0.2,4,-501.6756673018284
0.35000000000000003,30,0.2,5,-503.0636386735299
0.35000000000000003,30,0.2,6,-503.75233599696185
0.35000000000000003,30,0.25,2,-499.4510928256303
0.35000000000000003,30,0.25,3,-501.4297793164391
0.35000000000000003,30,0.25,4,-503.3080076254035
0.35000000000000003,30,0.25,5,-505.13478327718104
0.35000000000000003,30,0.25,6,-506.04733205013116
0.35000000000000003,30,0.30000000000000004,2,-500.2251413594957
0.35000000000000003,30,0.30000000000000004,3,-502.6737540429015
0.35000000000000003,30,0.30000000000000004,4,-505.0229415732308
0.35000000000000003,30,0.30000000000000004,5,-507.3377259754103
0.35000000000000003,30,0.30000000000000004,6,-508.50269399404436
0.35000000000000003,30,0.35000000000000003,2,-501.01798002739235
0.35000000000000003,30,0.35000000000000003,3,-503.9674555682293
0.35000000000000003,30,0.35000000000000003,4,-506.82949173293184
0.35000000000000003,30,0.35000000000000003,5,-509.69041430826303
