alpha,beta,rho,K,loglike
0.05,5,0.1,3,-617.5824752655432
0.05,5,0.1,4,-607.6770454215348
0.05,5,0.1,5,-601.476431637749
0.05,5,0.1,6,-598.4078220691232
0.05,5,0.15000000000000002,2,-614.0169200356355
0.05,5,0.15000000000000002,3,-594.1200590652089
0.05,5,0.15000000000000002,4,-579.8456949722303
0.05,5,0.15000000000000002,5,-570.986712003262
0.05,5,0.15000000000000002,6,-566.6232040786648
0.05,5,0.2,2,-597.2623928736775
0.05,5,0.2,3,-571.5586346409774
0.05,5,0.2,4,-553.2542250662513
0.05,5,0.2,5,-541.9943139159678
0.05,5,0.2,6,-536.4739552638307
0.05,5,0.25,2,-580.9902719269472
0.05,5,0.25,3,-549.8345744214325
0.05,5,0.25,4,-527.8098807090889
0.05,5,0.25,5,-514.3866790066967
0.05,5,0.25,6,-507.836473208379
0.05,5,0.30000000000000004,2,-565.1722255591205
0.05,5,0.30000000000000004,3,-528.8928996587101
0.05,5,0.30000000000000004,4,-503.4340394917388
0.05,5,0.30000000000000004,5,-488.07080132828423
0.05,5,0.30000000000000004,6,-480.6101385877823
0.05,5,0.35000000000000003,2,-549.7830796367972
0.05,5,0.35000000000000003,3,-508.68597066397706
0.05,5,0.35000000000000003,4,-480.06014481091324
0.05,5,0.35000000000000003,5,-462.97076217025426
0.05,5,0.35000000000000003,6,-454.71463922891587
0.05,5,0.4,2,-534.8003597159378
0.05,5,0.4,3,-489.17250619200814
0.05,5,0.4,4,-457.63223106574725
0.05,5,0.4,5,-439.02622691401064
0.05,5,0.4,6,-430.08853395469686
0.05,5,0.45,2,-520.2039266799138
0.05,5,0.45,3,-470.3168686457962
0.05,5,0.45,4,-436.1039439456901
0.05,5,0.45,5,-416.19184359479937
0.05,5,0.45,6,-406.6890378393017
0.05,5,0.5,2,-505.9756844400888
0.05,5,0.5,3,-452.08858268461717
0.05,5,0.5,4,-415.43801948929536
0.05,5,0.5,5,-394.4376213005002
0.05,5,0.5,6,-384.4932190689733
0.05,5,0.55,2,-492.0993445038935
0.05,5,0.55,3,-434.462085151847
0.05,5,0.55,4,-395.60624918965243
0.05,5,0.55,5,-373.7505534671159
0.05,5,0.55,6,-363.5011009671765
0.05,5,0.6000000000000001,2,-478.5602365874178
0.05,5,0.6000000000000001,3,-417.41674379722014
0.05,5,0.6000000000000001,4,-376.5900457085158
0.05,5,0.6000000000000001,5,-354.13806355411384
0.05,5,0.6000000000000001,6,-343.74169558222394
0.05,5,0.65,2,-465.34515767789253
0.05,5,0.65,3,-400.9372493451891
0.05,5,0.65,4,-358.38187394129625
0.05,5,0.65,5,-335.63445563997504
0.05,5,0.65,6,-325.2840587178298
0.05,5,0.7000000000000001,2,-452.44225449198547
0.05,5,0.7000000000000001,3,-385.0146235303917
0.05,5,0.7000000000000001,4,-340.9881175784606
0.05,5,0.7000000000000001,5,-318.31286573149504
0.05,5,0.7000000000000001,6,-308.2578110256942
0.05,5,0.75,2,-439.84093647141134
0.05,5,0.75,3,-369.6484160242848
0.05,5,0.75,4,-324.43466529336564
0.05,5,0.75,5,-302.30839924796385
0.05,5,0.75,6,-292.89337653192814
0.05,5,0.8,2,-427.53181861717763
0.05,5,0.8,3,-354.8515803085569
0.05,5,0.8,4,-308.77843511635945
0.05,5,0.8,5,-287.86700001753286
0.05,5,0.8,6,-279.6085234285852
0.05,5,0.8500000000000001,2,-415.50669594180863
0.05,5,0.8500000000000001,3,-340.6625822096348
0.05,5,0.8500000000000001,4,-294.1343796954838
0.05,5,0.8500000000000001,5,-275.4640592487735
0.05,5,0.8500000000000001,6,-269.22268100181395
0.05,5,0.9,2,-403.7585546227911
0.05,5,0.9,3,-327.1826906437061
0.05,5,0.9,4,-280.75471783833257
0.05,5,0.9,5,-266.1649149282862
0.05,5,0.9,6,-263.62120593174285
0.05,5,0.95,2,-392.2816299265819
0.05,5,0.95,3,-314.7508787159704
0.05,5,0.95,4,-269.3870221913951
0.05,5,0.95,5,-263.2992657350369
0.05,5,0.95,6,-268.8916070982018
0.05,5,1.0,2,-381.07152924512064
0.05,5,1.0,3,-367.5943947881841
0.05,5,1.0,4,-364.77506024247435
0.05,5,1.0,5,-867.9232920189546
0.05,5,1.0,6,-1324.1878019959645
0.05,10,0.0,2,-474.9887859609495
0.05,10,0.0,3,-474.9887859609495
0.05,10,0.0,4,-474.9887859609495
0.05,10,0.0,5,-474.9887859609495
0.05,10,0.0,6,-474.9887859609495
0.05,10,0.05,2,-464.83882220340513
0.05,10,0.05,3,-460.95746465334287
0.05,10,0.05,4,-458.1607412914323
0.05,10,0.05,5,-456.436618440256
0.05,10,0.05,6,-455.57743185644165
0.05,10,0.1,2,-454.95110625059027
0.05,10,0.1,3,-447.3998333811805
0.05,10,0.1,4,-441.9978304775949
0.05,10,0.1,5,-438.69997308327345
0.05,10,0.1,6,-437.0636566637082
0.05,10,0.15000000000000002,2,-445.3103303949452
0.05,10,0.15000000000000002,3,-434.2850649373925
0.05,10,0.15000000000000002,4,-426.45476268392434
0.05,10,0.15000000000000002,5,-421.7238073433012
0.05,10,0.15000000000000002,6,-419.386691801604
0.05,10,0.2,2,-435.9031136945166
0.05,10,0.2,3,-421.5868907642443
0.05,10,0.2,4,-411.4938248208445
0.05,10,0.2,5,-405.4637018245672
0.05,10,0.2,6,-402.4983543648989
0.05,10,0.25,2,-426.7176857413865
0.05,10,0.25,3,-409.2828870569695
0.05,10,0.25,4,-397.08374996426386
0.05,10,0.25,5,-389.8844858165409
0.05,10,0.25,6,-386.3615203473539
0.05,10,0.30000000000000004,2,-417.7436431593517
0.05,10,0.30000000000000004,3,-397.35395069516886
0.05,10,0.30000000000000004,4,-383.19892642365966
0.05,10,0.30000000000000004,5,-374.9594013564584
0.05,10,0.30000000000000004,6,-370.94928355032965
0.05,10,0.35000000000000003,2,-408.97175973572405
0.05,10,0.35000000000000003,3,-385.78392322323333
0.05,10,0.35000000000000003,4,-369.818881230416
0.05,10,0.35000000000000003,5,-360.66974163821527
0.05,10,0.35000000000000003,6,-356.2447412659465
0.05,10,0.4,2,-400.3938371327369
0.05,10,0.4,3,-374.55933873767145
0.05,10,0.4,4,-356.9280051916751
0.05,10,0.4,5,-347.00496445294533
0.05,10,0.4,6,-342.2414396754809
0.05,10,0.45,2,-392.00258711285835
0.05,10,0.45,3,-363.6692860093617
0.05,10,0.45,4,-344.5155159110048
0.05,10,0.45,5,-333.9633523248145
0.05,10,0.45,6,-328.9446201996553
0.05,10,0.5,2,-383.7915389433292
0.05,10,0.5,3,-353.10539000487984
0.05,10,0.5,4,-332.57568746464887
0.05,10,0.5,5,-321.55338891572967
0.05,10,0.5,6,-316.37356692894696
0.05,10,0.55,2,-375.7549675962423
0.05,10,0.55,3,-342.86193760299716
0.05,10,0.55,4,-321.1084202655598
0.05,10,0.55,5,-309.7961814476825
0.05,10,0.55,6,-304.56562604216657
0.05,10,0.6000000000000001,2,-367.88783983477117
0.05,10,0.6000000000000001,3,-332.93620456819286
0.05,10,0.6000000000000001,4,-310.1202992046321
0.05,10,0.6000000000000001,5,-298.72955324743106
0.05,10,0.6000000000000001,6,-293.5829790774547
0.05,10,0.65,2,-360.18577648261595
0.05,10,0.65,3,-323.32910284485894
0.05,10,0.65,4,-299.6264295172429
0.05,10,0.65,5,-288.41502311867026
0.05,10,0.65,6,-283.52430039149414
0.05,10,0.7000000000000001,2,-352.6450302761662
0.05,10,0.7000000000000001,3,-314.0464017065173
0.05,10,0.7000000000000001,4,-289.6536389986232
0.05,10,0.7000000000000001,5,-278.95019274999953
0.05,10,0.7000000000000001,6,-274.54577338802795
0.05,10,0.75,2,-345.26247985381775
0.05,10,0.75,3,-305.1011040022415
0.05,10,0.75,4,-280.2463447049081
0.05,10,0.75,5,-270.4922467840291
0.05,10,0.75,6,-266.9017393874338
0.05,10,0.8,2,-338.03564183183744
0.05,10,0.8,3,-296.51847397374746
0.05,10,0.8,4,-271.4783134475391
0.05,10,0.8,5,-263.30712551548845
0.05,10,0.8,6,-261.0315810792012
0.05,10,0.8500000000000001,2,-330.9627048240044
0.05,10,0.8500000000000001,3,-288.3482753644733
0.05,10,0.8500000000000001,4,-263.479867120809
0.05,10,0.8500000000000001,5,-257.8883899775085
0.05,10,0.8500000000000001,6,-257.7743275915646
0.05,10,0.9,2,-324.0425921356237
0.05,10,0.9,3,-280.70217331625383
0.05,10,0.9,4,-256.51728479414305
0.05,10,0.9,5,-255.3179386793485
0.05,10,0.9,6,-259.0331646465572
0.05,10,0.95,2,-317.2750645196263
0.05,10,0.95,3,-273.92873133651347
0.05,10,0.95,4,-251.3510365978549
0.05,10,0.95,5,-258.9406070266212
0.05,10,0.95,6,-270.91186696738714
0.05,10,1.0,2,-310.6608824009686
0.05,10,1.0,3,-331.3220521353833
0.05,10,1.0,4,-351.63063481239027
0.05,10,1.0,5,-864.8972554360525
0.05,10,1.0,6,-1324.1878019959645
0.05,15,0.0,2,-373.02996000633095
0.05,15,0.0,3,-373.02996000633095
0.05,15,0.0,4,-373.02996000633095
0.05,15,0.0,5,-373.02996000633095
0.05,15,0.0,6,-373.02996000633095
0.05,15,0.05,2,-366.8746132643281
0.05,15,0.05,3,-364.5524156786431
0.05,15,0.05,4,-362.9083647544352
0.05,15,0.05,5,-361.9336823290292
0.05,15,0.05,6,-361.4465387043357
0.05,15,0.1,2,-360.86955710882836
0.05,15,0.1,3,-356.34933596021966
0.05,15,0.1,4,-353.1758848471573
0.05,15,0.1,5,-351.3205572427288
0.05,15,0.1,6,-350.39762865774117
0.05,15,0.15000000000000002,2,-355.0073614780896
0.05,15,0.15000000000000002,3,-348.40633897607523
0.05,15,0.15000000000000002,4,-343.8122124134343
0.05,15,0.15000000000000002,5,-341.1674024583443
0.05,15,0.15000000000000002,6,-339.85839108819636
0.05,15,0.2,2,-349.2815365541349
0.05,15,0.2,3,-340.7113433651471
0.05,15,0.2,4,-334.8009772077341
0.05,15,0.2,5,-331.4568226430098
0.05,15,0.2,6,-329.81097538605667
0.05,15,0.25,2,-343.68639569167215
0.05,15,0.25,3,-333.25428480458754
0.05,15,0.25,4,-326.12933527815994
0.05,15,0.25,5,-322.17682035893563
0.05,15,0.25,6,-320.2441575149255
0.05,15,0.30000000000000004,2,-338.2169491590438
0.05,15,0.30000000000000004,3,-326.02691932292703
0.05,15,0.30000000000000004,4,-317.78772183764977
0.05,15,0.30000000000000004,5,-313.32069896886173
0.05,15,0.30000000000000004,6,-311.15336735977496
0.05,15,0.35000000000000003,2,-332.8688213612984
0.05,15,0.35000000000000003,3,-319.02270080462364
0.05,15,0.35000000000000003,4,-309.7697527804442
0.05,15,0.35000000000000003,5,-304.8872652253073
0.05,15,0.35000000000000003,6,-302.5411339156723
0.05,15,0.4,2,-327.6381864691706
0.05,15,0.4,3,-312.2367283177149
0.05,15,0.4,4,-302.07227619218946
0.05,15,0.4,5,-296.8813804993136
0.05,15,0.4,6,-294.4180398558672
0.05,15,0.45,2,-322.52171893628946
0.05,15,0.45,3,-305.6657673216042
0.05,15,0.45,4,-294.6955939023731
0.05,15,0.45,5,-289.31496550604146
0.05,15,0.45,6,-286.80436678384774
0.05,15,0.5,2,-317.5165565144845
0.05,15,0.5,3,-299.30835965806284
0.05,15,0.5,4,-287.64389846748213
0.05,15,0.5,5,-282.20865141754825
0.05,15,0.5,6,-279.7327592926397
0.05,15,0.55,2,-312.62027424380506
0.05,15,0.55,3,-293.1650541631853
0.05,15,0.55,4,-280.9260111350032
0.05,15,0.55,5,-275.5944238035027
0.05,15,0.55,6,-273.2524986801316
0.05,15,0.6000000000000001,2,-307.8308686187728
0.05,15,0.6000000000000001,3,-287.2388201411752
0.05,15,0.6000000000000001,4,-274.55657767401084
0.05,15,0.6000000000000001,5,-269.51989565933104
0.05,15,0.6000000000000001,6,-267.4364826360133
0.05,15,0.65,2,-303.14675181060187
0.05,15,0.65,3,-281.5357666317363
0.05,15,0.65,4,-268.5580180577199
0.05,15,0.65,5,-264.0554352148484
0.05,15,0.65,6,-262.3930518745339
0.05,15,0.7000000000000001,2,-298.5667565485616
0.05,15,0.7000000000000001,3,-276.06642393474306
0.05,15,0.7000000000000001,4,-262.96382354754246
0.05,15,0.7000000000000001,5,-259.30667647116155
0.05,15,0.7000000000000001,6,-258.2871462376149
0.05,15,0.75,2,-294.09015314225906
0.05,15,0.75,3,-270.8481708809984
0.05,15,0.75,4,-257.8245030743279
0.05,15,0.75,5,-255.4381222093156
0.05,15,0.75,6,-255.38107014853156
0.05,15,0.8,2,-289.7166813171504
0.05,15,0.8,3,-265.910306065468
0.05,15,0.8,4,-253.2194111258572
0.05,15,0.8,5,-252.7224033708488
0.05,15,0.8,6,-254.1214739569988
0.05,15,0.8500000000000001,2,-285.44660129014864
0.05,15,0.8500000000000001,3,-261.3063231308024
0.05,15,0.8500000000000001,4,-249.28401044366024
0.05,15,0.8500000000000001,5,-251.65921762309148
0.05,15,0.8500000000000001,6,-255.3540417686129
0.05,15,0.9,2,-281.28077126924944
0.05,15,0.9,3,-257.1513446785276
0.05,15,0.9,4,-246.2893232434866
0.05,15,0.9,5,-253.33610876724973
0.05,15,0.9,6,-260.9880720083189
0.05,15,0.95,2,-277.2207631289196
0.05,15,0.95,3,-253.79714695478359
0.05,15,0.95,4,-245.0002074049241
0.05,15,0.95,5,-261.10311991511725
0.05,15,0.95,6,-277.13297007808404
0.05,15,1.0,2,-273.2690359622641
0.05,15,1.0,3,-313.34100020254823
0.05,15,1.0,4,-347.6790116548321
0.05,15,1.0,5,-864.9897049538445
0.05,15,1.0,6,-1324.1878019959645
0.05,20,0.0,2,-321.1073004828585
0.05,20,0.0,3,-321.1073004828585
0.05,20,0.0,4,-321.1073004828585
0.05,20,0.0,5,-321.1073004828585
0.05,20,0.0,6,-321.1073004828585
0.05,20,0.05,2,-317.09536628068435
0.05,20,0.05,3,-315.61125399699574
0.05,20,0.05,4,-314.58633167834074
0.05,20,0.05,5,-314.01425212984833
0.05,20,0.05,6,-313.7269027569681
0.05,20,0.1,2,-313.1827018286408
0.05,20,0.1,3,-310.29897664883026
0.05,20,0.1,4,-308.3290466130537
0.05,20,0.1,5,-307.2535207123575
0.05,20,0.1,6,-306.7163199593539
0.05,20,0.15000000000000002,2,-309.36530852622985
0.05,20,0.15000000000000002,3,-305.1632248518052
0.05,20,0.15000000000000002,4,-302.3259446536497
0.05,20,0.15000000000000002,5,-300.81566821477793
0.05,20,0.15000000000000002,6,-300.06620209167716
0.05,20,0.2,2,-305.63971452485964
0.05,20,0.2,3,-300.19811500978295
0.05,20,0.2,4,-296.569953268251
0.05,20,0.2,5,-294.6950451916789
0.05,20,0.2,6,-293.7718767371395
0.05,20,0.25,2,-302.0029096013122
0.05,20,0.25,3,-295.3990112970757
0.05,20,0.25,4,-291.0563017940415
0.05,20,0.25,5,-288.88979023051314
0.05,20,0.25,6,-287.8334461508616
0.05,20,0.30000000000000004,2,-298.45229477197165
0.05,20,0.30000000000000004,3,-290.7624611927826
0.05,20,0.30000000000000004,4,-285.7824929660624
0.05,20,0.30000000000000004,5,-283.40202891149016
0.05,20,0.30000000000000004,6,-282.25616226190937
0.05,20,0.35000000000000003,2,-294.9856436151388
0.05,20,0.35000000000000003,3,-286.28617667753326
0.05,20,0.35000000000000003,4,-280.7483747638058
0.05,20,0.35000000000000003,5,-278.23830558258237
0.05,20,0.35000000000000003,6,-277.0511396503558
0.05,20,0.4,2,-291.6010732066334
0.05,20,0.4,3,-281.9690640145563
0.05,20,0.4,4,-275.9563264552177
0.05,20,0.4,5,-273.4103145259581
0.05,20,0.4,6,-272.2365193793753
0.05,20,0.45,2,-288.2970232646355
0.05,20,0.45,3,-277.81131133766144
0.05,20,0.45,4,-271.4115877350844
0.05,20,0.45,5,-268.93604775235684
0.05,20,0.45,6,-267.8392799064166
0.05,20,0.5,2,-285.0722426413418
0.05,20,0.5,3,-273.8145526782646
0.05,20,0.5,4,-267.1227827095838
0.05,20,0.5,5,-264.84156117199433
0.05,20,0.5,6,-263.8980338226287
0.05,20,0.55,2,-281.92578276157525
0.05,20,0.55,3,-269.9821430067317
0.05,20,0.55,4,-263.10272892968237
0.05,20,0.55,5,-261.16371202755744
0.05,20,0.55,6,-260.4674089654956
0.05,20,0.6000000000000001,2,-278.8569980492332
0.05,20,0.6000000000000001,3,-266.319608569288
0.05,20,0.6000000000000001,4,-259.3696918120783
0.05,20,0.6000000000000001,5,-257.95450860871097
0.05,20,0.6000000000000001,6,-257.6251158800746
0.05,20,0.65,2,-275.865553857349
0.05,20,0.65,3,-262.83539699404776
0.05,20,0.65,4,-255.949383030802
0.05,20,0.65,5,-255.2883015051826
0.05,20,0.65,6,-255.4838468235275
0.05,20,0.7000000000000001,2,-272.9514429932021
0.05,20,0.7000000000000001,3,-259.54218480958525
0.05,20,0.7000000000000001,4,-252.8782984077532
0.05,20,0.7000000000000001,5,-253.2743470483866
0.05,20,0.7000000000000001,6,-254.2124920249044
0.05,20,0.75,2,-270.1150126995206
0.05,20,0.75,3,-256.4593267779597
0.05,20,0.75,4,-250.2096987223639
0.05,20,0.75,5,-252.08045475748418
0.05,20,0.75,6,-254.0769555158805
0.05,20,0.8,2,-267.3570050619037
0.05,20,0.8,3,-253.6179459728213
0.05,20,0.8,4,-248.02546683635384
0.05,20,0.8,5,-251.98228429639468
0.05,20,0.8,6,-255.5271789543412
0.05,20,0.8500000000000001,2,-264.67861550553783
0.05,20,0.8500000000000001,3,-251.0732252544949
0.05,20,0.8500000000000001,4,-246.46339536967488
0.05,20,0.8500000000000001,5,-253.48231601189724
0.05,20,0.8500000000000001,6,-259.4118655010874
0.05,20,0.9,2,-262.08157675418323
0.05,20,0.9,3,-248.94185516893958
0.05,20,0.9,4,-245.79665938200185
0.05,20,0.9,5,-257.6706577038457
0.05,20,0.9,6,-267.64309115434946
0.05,20,0.95,2,-259.56828015580214
0.05,20,0.95,3,-247.5770707784544
0.05,20,0.95,4,-246.7921110968875
0.05,20,0.95,5,-267.8997213432765
0.05,20,0.95,6,-286.3328238175193
0.05,20,1.0,2,-257.14195420001823
0.05,20,1.0,3,-307.71263560634947
0.05,20,1.0,4,-350.1316071152584
0.05,20,1.0,5,-867.3429070384339
0.05,20,1.0,6,-1324.1878019959645
0.05,25,0.0,2,-295.2015419023904
0.05,25,0.0,3,-295.2015419023904
0.05,25,0.0,4,-295.2015419023904
0.05,25,0.0,5,-295.2015419023904
0.05,25,0.0,6,-295.2015419023904
0.05,25,0.05,2,-292.45812713844884
0.05,25,0.05,3,-291.4700976088459
0.05,25,0.05,4,-290.8110209160505
0.05,25,0.05,5,-290.4766806936607
0.05,25,0.05,6,-290.3073110001975
0.05,25,0.1,2,-289.7860659227515
0.05,25,0.1,3,-287.87285999488154
0.05,25,0.1,4,-286.61574624415744
0.05,25,0.1,5,-286.0019418335174
0.05,25,0.1,6,-285.69317623020066
0.05,25,0.15000000000000002,2,-287.18315565455015
0.05,25,0.15000000000000002,3,-284.4063097292214
0.05,25,0.15000000000000002,4,-282.6118428859225
0.05,25,0.15000000000000002,5,-281.7750285828407
0.05,25,0.15000000000000002,6,-281.35783089984716
0.05,25,0.2,2,-284.6475148486063
0.05,25,0.2,3,-281.067822361136
0.05,25,0.2,4,-278.79711961936164
0.05,25,0.2,5,-277.79644940391296
0.05,25,0.2,6,-277.3035100710628
0.05,25,0.25,2,-282.177551849311
0.05,25,0.25,3,-277.85563599329083
0.05,25,0.25,4,-275.1710752703157
0.05,25,0.25,5,-274.06969762656945
0.05,25,0.25,6,-273.5363000297353
0.05,25,0.30000000000000004,2,-279.77194115732857
0.05,25,0.30000000000000004,3,-274.7688495776614
0.05,25,0.30000000000000004,4,-271.73497372339835
0.05,25,0.30000000000000004,5,-270.60159030189425
0.05,25,0.30000000000000004,6,-270.06667738516734
0.05,25,0.35000000000000003,2,-277.42960612979147
0.05,25,0.35000000000000003,3,-271.8074540736556
0.05,25,0.35000000000000003,4,-268.4919976551896
0.05,25,0.35000000000000003,5,-267.4028100345099
0.05,25,0.35000000000000003,6,-266.9103505724271
0.05,25,0.4,2,-275.1497072366671
0.05,25,0.4,3,-268.9724024769829
0.05,25,0.4,4,-265.4475001472153
0.05,25,0.4,5,-264.4887237808447
0.05,25,0.4,6,-264.0895255913467
0.05,25,0.45,2,-272.9316353955634
0.05,25,0.45,3,-266.26573018033986
0.05,25,0.45,4,-262.60938689275815
0.05,25,0.45,5,-261.88060118471975
0.05,25,0.45,6,-261.63479862397105
0.05,25,0.5,2,-270.77501020534896
0.05,25,0.5,3,-263.69074594730085
0.05,25,0.5,4,-259.9886835529785
0.05,25,0.5,5,-259.607438099178
0.05,25,0.5,6,-259.58801895242743
0.05,25,0.55,2,-268.6796831895733
0.05,25,0.55,3,-261.2523293074184
0.05,25,0.55,4,-257.600380553644
0.05,25,0.55,5,-257.7087410723423
0.05,25,0.55,6,-258.006724173487
0.05,25,0.6000000000000001,2,-266.6457464780059
0.05,25,0.6000000000000001,3,-258.957399587329
0.05,25,0.6000000000000001,4,-255.4647172372868
0.05,25,0.6000000000000001,5,-256.23891598937
0.05,25,0.6000000000000001,6,-256.9712522680072
0.05,25,0.65,2,-264.67354773958715
0.05,25,0.65,3,-256.81568176696186
0.05,25,0.65,4,-253.6092051574284
0.05,25,0.65,5,-255.27449177920693
0.05,25,0.65,6,-256.59667767618845
0.05,25,0.7000000000000001,2,-262.76371268932513
0.05,25,0.7000000000000001,3,-254.84102735879262
0.05,25,0.7000000000000001,4,-252.071986972244
0.05,25,0.7000000000000001,5,-254.92671110552843
0.05,25,0.7000000000000001,6,-257.05405858886655
0.05,25,0.75,2,-260.91717721158915
0.05,25,0.75,3,-253.05387514620412
0.05,25,0.75,4,-250.90783508232332
0.05,25,0.75,5,-255.36520084336263
0.05,25,0.75,6,-258.6112789298832
0.05,25,0.8,2,-259.1352322137228
0.05,25,0.8,3,-251.48635105467747
0.05,25,0.8,4,-250.20002397871485
0.05,25,0.8,5,-256.86728862037984
0.05,25,0.8,6,-261.72009435711385
0.05,25,0.8500000000000001,2,-257.4195859880665
0.05,25,0.8500000000000001,3,-250.1945680812489
0.05,25,0.8500000000000001,4,-250.08763099003662
0.05,25,0.8500000000000001,5,-259.9369901036882
0.05,25,0.8500000000000001,6,-267.23087505617735
0.05,25,0.9,2,-255.77245154812923
0.05,25,0.9,3,-249.29608152892465
0.05,25,0.9,4,-250.84502024526597
0.05,25,0.9,5,-265.66583016974903
0.05,25,0.9,6,-277.0572332983681
0.05,25,0.95,2,-254.19667091868558
0.05,25,0.95,3,-249.14493223150842
0.05,25,0.95,4,-253.24014718099968
